|6.6.6
gloss1db_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  730.000        72901.0        1077.86        30.7824        2.85247        6.33767       0.338147E-002  0.125177E-005  0.173942        9.92012       0.293682        3.23502        42.4291        3.97227        1.66972        0.00000       0.136760E-004   51.4302       0.462550E-006  0.163674E-005  0.254457E-004  0.696491E-005  0.161499E-015  0.126669E-003   3.61210       0.901470E-002  0.618402E-003  0.152818        15.1602       0.289993E-006  0.789983E-013  0.143154E-003  0.632760E-002  0.493772E-002  0.604913E-017  0.590463E-005   10.3463       0.288767E-002  0.781305E-003  0.595729E-017   5.95495       0.219761       0.272014E-004  0.215044E-002  0.327569       0.798968E-005  0.241287E-009  0.227727E-002  0.798410E-006  0.451038       0.279054E-002  0.975653E-001  0.913637E-002  0.542075E-002  0.112770E-013  0.109571E-011  0.722767E-018  0.820446E-018  0.102049E-018  0.966315E-036  0.427259E-014  0.516691E-019  0.146587E-014  0.168578E-018  0.430568E-015  0.728894E-019  0.141115        1.04318       0.847700E-011  0.183614E-006  0.789134        3.29223       0.101155E-004   27.8871        10.3613        37.5532     
  731.000        73001.0        1078.12        30.5131        2.81979        6.29708       0.335487E-002  0.124231E-005  0.175387        10.0725       0.290835        3.21922        42.5506        4.05799        1.65957        0.00000       0.908117E-005   51.4550       0.463150E-006  0.164286E-005  0.251684E-004  0.676801E-005  0.157072E-015  0.125299E-003   3.61011       0.906661E-002  0.613676E-003  0.154158        15.6355       0.287880E-006  0.780392E-013  0.143216E-003  0.633943E-002  0.486517E-002  0.604995E-017  0.577646E-005   10.3765       0.288182E-002  0.777952E-003  0.596244E-017   5.98201       0.221309       0.271741E-004  0.215252E-002  0.333513       0.791526E-005  0.241723E-009  0.229054E-002  0.803068E-006  0.450057       0.277237E-002  0.984403E-001  0.913602E-002  0.537663E-002  0.107110E-013  0.105374E-011  0.697759E-018  0.795391E-018  0.992288E-019  0.929256E-036  0.406717E-014  0.506239E-019  0.139866E-014  0.162487E-018  0.411801E-015  0.724264E-019  0.140890        1.04407       0.823707E-011  0.178481E-006  0.787260        3.28900       0.224172E-005   27.9130        10.3912        38.0932     
  732.000        73101.0        1078.38        30.2237        2.79216        6.25287       0.332897E-002  0.123245E-005  0.176664        10.2340       0.287887        3.20023        42.6809        4.14829        1.65957        0.00000       0.908117E-005   51.4550       0.463377E-006  0.164839E-005  0.248868E-004  0.658436E-005  0.154315E-015  0.124018E-003   3.60908       0.911769E-002  0.610850E-003  0.155095        16.1413       0.286557E-006  0.777567E-013  0.143451E-003  0.635410E-002  0.479752E-002  0.605119E-017  0.565145E-005   10.4036       0.288047E-002  0.776047E-003  0.598326E-017   6.00519       0.222362       0.271562E-004  0.215551E-002  0.339318       0.786252E-005  0.242175E-009  0.230242E-002  0.808458E-006  0.449070       0.275423E-002  0.992473E-001  0.912589E-002  0.533011E-002  0.102062E-013  0.101792E-011  0.676959E-018  0.775248E-018  0.970499E-019  0.900002E-036  0.388698E-014  0.499206E-019  0.134082E-014  0.157811E-018  0.396002E-015  0.725235E-019  0.140647        1.04446       0.803145E-011  0.174191E-006  0.785021        3.28591       0.101198E-004   27.9167        10.4184        38.6559     
  733.000        73201.0        1078.64        29.9308        2.76423        6.20779       0.330260E-002  0.122244E-005  0.177918        10.3977       0.284916        3.18068        42.8128        4.23981        1.65957        0.00000       0.908117E-005   51.4550       0.463584E-006  0.165396E-005  0.246084E-004  0.640607E-005  0.151639E-015  0.122751E-003   3.60808       0.916924E-002  0.608091E-003  0.156037        16.6638       0.285266E-006  0.774901E-013  0.143690E-003  0.636880E-002  0.473086E-002  0.605229E-017  0.552913E-005   10.4310       0.287912E-002  0.774152E-003  0.600395E-017   6.02847       0.223413       0.271380E-004  0.215855E-002  0.345233       0.781084E-005  0.242632E-009  0.231442E-002  0.813888E-006  0.448091       0.273617E-002  0.100061       0.911558E-002  0.528401E-002  0.972561E-014  0.983376E-012  0.656806E-018  0.755650E-018  0.949232E-019  0.871678E-036  0.371492E-014  0.492293E-019  0.128543E-014  0.153276E-018  0.380823E-015  0.726242E-019  0.140403        1.04484       0.783142E-011  0.170015E-006  0.782768        3.28281       0.123352E-005   27.9205        10.4455        39.2359     
  734.000        73301.0        1078.90        29.6353        2.73600        6.16180       0.327579E-002  0.121223E-005  0.179141        10.5634       0.281921        3.16056        42.9463        4.33241        1.65957        0.00000       0.908117E-005   51.4550       0.463790E-006  0.165947E-005  0.243327E-004  0.623199E-005  0.148963E-015  0.121495E-003   3.60692       0.922073E-002  0.605263E-003  0.156984        17.2026       0.283943E-006  0.772012E-013  0.143922E-003  0.638345E-002  0.466500E-002  0.605322E-017  0.540939E-005   10.4582       0.287767E-002  0.772229E-003  0.602441E-017   6.05164       0.224470       0.271191E-004  0.216149E-002  0.351235       0.775846E-005  0.243088E-009  0.232638E-002  0.819340E-006  0.447100       0.271822E-002  0.100881       0.910534E-002  0.523821E-002  0.926681E-014  0.949898E-012  0.637180E-018  0.736457E-018  0.928310E-019  0.844133E-036  0.355013E-014  0.485407E-019  0.123219E-014  0.148850E-018  0.366185E-015  0.727133E-019  0.140160        1.04522       0.763557E-011  0.165921E-006  0.780532        3.27972       0.101234E-004   27.9243        10.4727        39.8319     
  735.000        73401.0        1079.15        29.3349        2.70761        6.11455       0.324887E-002  0.120158E-005  0.180374        10.7323       0.278882        3.13926        43.0822        4.42666        1.65957        0.00000       0.908117E-005   51.4550       0.463816E-006  0.166469E-005  0.240558E-004  0.606348E-005  0.146515E-015  0.120270E-003   3.60632       0.927420E-002  0.602774E-003  0.157935        17.7622       0.282677E-006  0.769676E-013  0.144181E-003  0.639919E-002  0.459996E-002  0.605385E-017  0.529304E-005   10.4854       0.287661E-002  0.770417E-003  0.604549E-017   6.07402       0.225458       0.270955E-004  0.216500E-002  0.357441       0.771128E-005  0.243571E-009  0.233904E-002  0.825040E-006  0.446118       0.269992E-002  0.101692       0.909355E-002  0.519273E-002  0.883389E-014  0.917994E-012  0.618422E-018  0.718076E-018  0.908256E-019  0.817784E-036  0.339485E-014  0.478913E-019  0.118212E-014  0.144665E-018  0.352455E-015  0.728722E-019  0.139915        1.04560       0.744693E-011  0.161976E-006  0.778238        3.27658       0.101280E-004   27.9281        10.4996        40.4484     
  736.000        73501.0        1079.41        29.0592        2.67570        6.07447       0.321398E-002  0.119020E-005  0.181949        10.8836       0.276129        3.12690        43.2053        4.51343        1.65644        0.00000       0.908194E-005   51.4627       0.464433E-006  0.166794E-005  0.237763E-004  0.587508E-005  0.141489E-015  0.118714E-003   3.59761       0.933316E-002  0.597594E-003  0.159021        18.2898       0.279648E-006  0.756159E-013  0.144074E-003  0.639461E-002  0.452438E-002  0.604863E-017  0.518271E-005   10.5179       0.286455E-002  0.764568E-003  0.602516E-017   6.10929       0.227549       0.270518E-004  0.216460E-002  0.364204       0.763460E-005  0.244170E-009  0.235461E-002  0.828960E-006  0.445044       0.268001E-002  0.102742       0.910326E-002  0.515056E-002  0.839714E-014  0.880712E-012  0.594961E-018  0.692998E-018  0.878243E-019  0.780580E-036  0.323289E-014  0.466391E-019  0.112791E-014  0.138583E-018  0.336956E-015  0.719038E-019  0.139676        1.04612       0.722009E-011  0.156952E-006  0.776631        3.27396       0.713845E-005   27.9388        10.5320        41.0452     
  737.000        73601.0        1079.67        28.7578        2.64656        6.02686       0.318514E-002  0.117942E-005  0.183133        11.0530       0.273105        3.10615        43.3418        4.60830        1.65644        0.00000       0.908194E-005   51.4627       0.464636E-006  0.167311E-005  0.235086E-004  0.571323E-005  0.138763E-015  0.117465E-003   3.59545       0.938619E-002  0.594603E-003  0.159983        18.8756       0.278172E-006  0.752320E-013  0.144270E-003  0.640697E-002  0.446019E-002  0.604867E-017  0.507111E-005   10.5459       0.286195E-002  0.762236E-003  0.604095E-017   6.13389       0.228722       0.270297E-004  0.216713E-002  0.370586       0.758130E-005  0.244649E-009  0.236712E-002  0.834334E-006  0.444042       0.266209E-002  0.103605       0.909486E-002  0.510622E-002  0.800028E-014  0.850214E-012  0.576725E-018  0.674745E-018  0.857909E-019  0.754775E-036  0.308884E-014  0.459289E-019  0.108085E-014  0.134399E-018  0.323862E-015  0.718845E-019  0.139432        1.04649       0.703602E-011  0.153070E-006  0.774456        3.27094       0.101319E-004   27.9426        10.5597        41.6898     
  738.000        73701.0        1079.93        28.4640        2.61644        5.98167       0.315262E-002  0.116761E-005  0.184541        11.2164       0.270181        3.08852        43.4743        4.70077        1.65644        0.00000       0.908194E-005   51.4627       0.464837E-006  0.167643E-005  0.232309E-004  0.554370E-005  0.135120E-015  0.116076E-003   3.58974       0.944495E-002  0.590826E-003  0.160950        19.4588       0.275845E-006  0.743807E-013  0.144324E-003  0.641025E-002  0.439076E-002  0.604492E-017  0.496515E-005   10.5756       0.285449E-002  0.758027E-003  0.603703E-017   6.16328       0.230318       0.269878E-004  0.216851E-002  0.377466       0.752159E-005  0.245240E-009  0.238215E-002  0.839214E-006  0.442979       0.264255E-002  0.104570       0.909468E-002  0.506308E-002  0.761895E-014  0.818497E-012  0.557062E-018  0.654125E-018  0.833759E-019  0.724960E-036  0.294909E-014  0.449848E-019  0.103470E-014  0.129598E-018  0.310867E-015  0.714335E-019  0.139188        1.04686       0.683964E-011  0.148799E-006  0.772543        3.26817       0.101309E-004   27.9464        10.5896        42.3358     
  739.000        73801.0        1080.18        28.1565        2.58692        5.93217       0.312332E-002  0.115646E-005  0.185674        11.3902       0.267106        3.06627        43.6141        4.79794        1.65644        0.00000       0.908194E-005   51.4627       0.464957E-006  0.168150E-005  0.229676E-004  0.539137E-005  0.132596E-015  0.114866E-003   3.58783       0.949902E-002  0.587991E-003  0.161921        20.0840       0.274418E-006  0.740280E-013  0.144533E-003  0.642335E-002  0.432855E-002  0.604472E-017  0.485841E-005   10.6035       0.285213E-002  0.755797E-003  0.605334E-017   6.18731       0.231455       0.269633E-004  0.217127E-002  0.384106       0.747083E-005  0.245730E-009  0.239497E-002  0.844756E-006  0.441976       0.262472E-002  0.105438       0.908530E-002  0.501937E-002  0.726010E-014  0.790334E-012  0.540113E-018  0.637054E-018  0.814670E-019  0.701182E-036  0.281838E-014  0.443148E-019  0.991842E-015  0.125738E-018  0.298904E-015  0.714493E-019  0.138942        1.04723       0.666627E-011  0.145144E-006  0.770336        3.26512       0.101355E-004   27.9502        10.6172        43.0197     
  740.000        73901.0        1080.44        27.8506        2.55693        5.88290       0.309294E-002  0.114615E-005  0.186628        11.5628       0.264075        3.04514        43.7531        4.89477        1.65644        0.00000       0.908194E-005   51.4627       0.465580E-006  0.168777E-005  0.227216E-004  0.524307E-005  0.129785E-015  0.113631E-003   3.58447       0.954766E-002  0.584395E-003  0.162897        20.7203       0.272993E-006  0.736004E-013  0.144685E-003  0.643396E-002  0.426828E-002  0.604540E-017  0.475137E-005   10.6320       0.284903E-002  0.753447E-003  0.606925E-017   6.21361       0.232769       0.269545E-004  0.217244E-002  0.390496       0.740812E-005  0.246138E-009  0.240560E-002  0.849696E-006  0.440969       0.260850E-002  0.106353       0.907935E-002  0.497630E-002  0.690899E-014  0.762346E-012  0.523185E-018  0.619902E-018  0.795419E-019  0.677808E-036  0.268853E-014  0.435997E-019  0.948538E-015  0.121778E-018  0.286584E-015  0.713020E-019  0.138697        1.04759       0.649381E-011  0.141518E-006  0.768237        3.26218       0.101373E-004   27.9540        10.6455        43.7161     
  741.000        74001.0        1080.70        27.5510        2.52614        5.83590       0.305910E-002  0.113416E-005  0.187929        11.7302       0.261123        3.02652        43.8886        4.98951        1.65644        0.00000       0.908194E-005   51.4627       0.465850E-006  0.169124E-005  0.224563E-004  0.508733E-005  0.126273E-015  0.112273E-003   3.57811       0.960628E-002  0.580495E-003  0.163878        21.3573       0.270684E-006  0.727370E-013  0.144717E-003  0.643599E-002  0.420184E-002  0.604134E-017  0.465163E-005   10.6624       0.284111E-002  0.749149E-003  0.606353E-017   6.24406       0.234446       0.269154E-004  0.217333E-002  0.397676       0.734696E-005  0.246723E-009  0.242043E-002  0.854470E-006  0.439906       0.258954E-002  0.107357       0.908008E-002  0.493440E-002  0.657783E-014  0.733664E-012  0.505155E-018  0.600717E-018  0.772700E-019  0.650684E-036  0.256578E-014  0.426789E-019  0.907502E-015  0.117343E-018  0.274882E-015  0.707925E-019  0.138451        1.04794       0.631145E-011  0.137542E-006  0.766352        3.25945       0.101391E-004   27.9579        10.6757        44.4174     
  742.000        74101.0        1080.95        27.2417        2.49570        5.78545       0.302773E-002  0.112338E-005  0.188857        11.9052       0.258070        3.00468        44.0296        5.08774        1.65644        0.00000       0.908194E-005   51.4627       0.466401E-006  0.169712E-005  0.222130E-004  0.494592E-005  0.123492E-015  0.111050E-003   3.57423       0.965628E-002  0.576866E-003  0.164864        22.0315       0.269158E-006  0.722554E-013  0.144851E-003  0.644553E-002  0.414247E-002  0.604118E-017  0.454965E-005   10.6911       0.283737E-002  0.746570E-003  0.607651E-017   6.27083       0.235812       0.269023E-004  0.217438E-002  0.404358       0.728490E-005  0.247155E-009  0.243158E-002  0.859434E-006  0.438885       0.257317E-002  0.108298       0.907475E-002  0.489208E-002  0.625979E-014  0.707461E-012  0.489108E-018  0.584223E-018  0.753942E-019  0.628419E-036  0.244757E-014  0.419619E-019  0.867872E-015  0.113571E-018  0.263547E-015  0.705977E-019  0.138205        1.04829       0.614629E-011  0.134051E-006  0.764282        3.25654       0.101409E-004   27.9617        10.7044        45.1522     
  743.000        74201.0        1081.21        26.9246        2.46549        5.73253       0.299741E-002  0.111129E-005  0.189899        12.0862       0.254908        2.97977        44.1749        5.18874        1.65644        0.00000       0.908194E-005   51.4627       0.466325E-006  0.170157E-005  0.219548E-004  0.480879E-005  0.121192E-015  0.109899E-003   3.57236       0.971259E-002  0.574155E-003  0.165855        22.7402       0.267654E-006  0.718755E-013  0.145062E-003  0.645937E-002  0.408312E-002  0.604018E-017  0.445273E-005   10.7184       0.283500E-002  0.744324E-003  0.609212E-017   6.29367       0.236909       0.268689E-004  0.217746E-002  0.411561       0.723749E-005  0.247679E-009  0.244527E-002  0.865310E-006  0.437847       0.255522E-002  0.109180       0.906426E-002  0.484957E-002  0.596678E-014  0.683191E-012  0.474246E-018  0.568961E-018  0.736614E-019  0.607696E-036  0.234020E-014  0.413398E-019  0.832459E-015  0.110218E-018  0.253610E-015  0.706407E-019  0.137961        1.04865       0.598998E-011  0.130740E-006  0.762079        3.25350       0.101396E-004   27.9655        10.7318        45.9184     
  744.000        74301.0        1081.47        26.6185        2.43004        5.67948       0.296697E-002  0.109992E-005  0.190822        12.2654       0.251753        2.95514        44.3169        5.28892        1.64509        0.00000       0.908474E-005   51.4904       0.466684E-006  0.170759E-005  0.217132E-004  0.467487E-005  0.118336E-015  0.108751E-003   3.57022       0.976446E-002  0.570221E-003  0.167117        23.4640       0.265987E-006  0.712308E-013  0.145188E-003  0.647366E-002  0.402502E-002  0.603998E-017  0.435504E-005   10.7468       0.283118E-002  0.741833E-003  0.610442E-017   6.31790       0.238250       0.268427E-004  0.217952E-002  0.418706       0.717406E-005  0.248119E-009  0.245774E-002  0.870657E-006  0.436808       0.253873E-002  0.110104       0.905789E-002  0.480838E-002  0.567212E-014  0.658165E-012  0.458742E-018  0.552836E-018  0.718092E-019  0.586254E-036  0.223017E-014  0.406159E-019  0.795392E-015  0.106583E-018  0.242957E-015  0.704176E-019  0.137725        1.04929       0.582816E-011  0.127303E-006  0.760039        3.25033       0.101418E-004   27.9829        10.7600        46.7027     
  745.000        74401.0        1081.72        26.2987        2.39884        5.62518       0.293623E-002  0.108768E-005  0.191788        12.4493       0.248561        2.92919        44.4641        5.39140        1.64326        0.00000       0.908519E-005   51.4949       0.466602E-006  0.171225E-005  0.214627E-004  0.454582E-005  0.116069E-015  0.107635E-003   3.56856       0.982094E-002  0.567399E-003  0.168188        24.2187       0.264490E-006  0.708201E-013  0.145391E-003  0.648828E-002  0.396751E-002  0.603913E-017  0.426201E-005   10.7745       0.282871E-002  0.739611E-003  0.611972E-017   6.34069       0.239373       0.268093E-004  0.218263E-002  0.426167       0.712574E-005  0.248635E-009  0.247155E-002  0.876580E-006  0.435775       0.252111E-002  0.110999       0.904750E-002  0.476687E-002  0.540471E-014  0.635411E-012  0.444680E-018  0.538259E-018  0.701424E-019  0.566757E-036  0.213145E-014  0.400026E-019  0.762574E-015  0.103396E-018  0.233671E-015  0.704344E-019  0.137483        1.04972       0.567897E-011  0.124138E-006  0.757853        3.24724       0.101435E-004   27.9902        10.7876        47.5159     
  746.000        74501.0        1081.98        25.9834        2.36783        5.57253       0.290324E-002  0.107599E-005  0.192662        12.6288       0.245473        2.90579        44.6085        5.49213        1.64326        0.00000       0.908519E-005   51.4949       0.466998E-006  0.171734E-005  0.212243E-004  0.441765E-005  0.113418E-015  0.106445E-003   3.56413       0.987441E-002  0.563875E-003  0.169185        24.9781       0.262809E-006  0.702737E-013  0.145505E-003  0.649644E-002  0.391011E-002  0.603790E-017  0.417003E-005   10.8037       0.282418E-002  0.736704E-003  0.612856E-017   6.36786       0.240797       0.267869E-004  0.218376E-002  0.433500       0.706720E-005  0.249116E-009  0.248400E-002  0.881712E-006  0.434737       0.250439E-002  0.111977       0.904289E-002  0.472617E-002  0.514564E-014  0.612597E-012  0.430379E-018  0.523157E-018  0.683832E-019  0.546709E-036  0.203429E-014  0.393005E-019  0.729697E-015  0.100007E-018  0.224182E-015  0.701953E-019  0.137237        1.05005       0.552870E-011  0.120926E-006  0.755810        3.24437       0.101481E-004   27.9934        10.8165        48.3369     
  747.000        74601.0        1082.23        25.6756        2.33623        5.52198       0.286782E-002  0.106449E-005  0.193550        12.8027       0.242494        2.88522        44.7490        5.59047        1.64326        0.00000       0.908519E-005   51.4949       0.467756E-006  0.172226E-005  0.209922E-004  0.428785E-005  0.110169E-015  0.105162E-003   3.55655       0.992702E-002  0.559402E-003  0.170186        25.7375       0.260686E-006  0.694344E-013  0.145493E-003  0.649723E-002  0.385120E-002  0.603507E-017  0.407980E-005   10.8346       0.281631E-002  0.732667E-003  0.612530E-017   6.39981       0.242619       0.267658E-004  0.218299E-002  0.440910       0.699701E-005  0.249602E-009  0.249621E-002  0.886042E-006  0.433666       0.248790E-002  0.113057       0.904548E-002  0.468646E-002  0.489293E-014  0.589210E-012  0.415396E-018  0.506893E-018  0.664352E-019  0.525112E-036  0.193805E-014  0.384542E-019  0.696583E-015  0.962823E-019  0.214447E-015  0.695946E-019  0.136991        1.05038       0.537280E-011  0.117543E-006  0.753996        3.24174       0.101499E-004   27.9967        10.8473        49.1619     
  748.000        74701.0        1082.49        25.3519        2.30521        5.46626       0.283563E-002  0.105235E-005  0.194309        12.9888       0.239309        2.85887        44.8982        5.69439        1.64326        0.00000       0.908519E-005   51.4949       0.467905E-006  0.172729E-005  0.207554E-004  0.416887E-005  0.107960E-015  0.104052E-003   3.55353       0.998089E-002  0.556334E-003  0.171191        26.5586       0.259219E-006  0.690271E-013  0.145668E-003  0.650951E-002  0.379655E-002  0.603404E-017  0.399159E-005   10.8623       0.281344E-002  0.730373E-003  0.614011E-017   6.42391       0.243828       0.267403E-004  0.218502E-002  0.448488       0.694462E-005  0.250087E-009  0.250874E-002  0.891699E-006  0.432615       0.247126E-002  0.113999       0.903646E-002  0.464575E-002  0.466052E-014  0.568678E-012  0.402557E-018  0.493413E-018  0.648801E-019  0.507604E-036  0.185114E-014  0.378560E-019  0.667277E-015  0.933459E-019  0.206027E-015  0.695431E-019  0.136744        1.05070       0.523472E-011  0.114616E-006  0.751850        3.23878       0.101486E-004   28.0000        10.8751        50.0415     
  749.000        74801.0        1082.74        25.0266        2.27418        5.40999       0.280331E-002  0.104005E-005  0.195040        13.1761       0.236115        2.83200        45.0483        5.79890        1.64326        0.00000       0.908519E-005   51.4949       0.467994E-006  0.173220E-005  0.205210E-004  0.405388E-005  0.105845E-015  0.102965E-003   3.55072       0.100355E-001  0.553388E-003  0.172201        27.4057       0.257777E-006  0.686420E-013  0.145850E-003  0.652215E-002  0.374280E-002  0.603333E-017  0.390576E-005   10.8903       0.281082E-002  0.728144E-003  0.615565E-017   6.44786       0.245019       0.267145E-004  0.218722E-002  0.456224       0.689421E-005  0.250577E-009  0.252154E-002  0.897459E-006  0.431571       0.245461E-002  0.114941       0.902706E-002  0.460557E-002  0.444063E-014  0.549024E-012  0.390234E-018  0.480431E-018  0.633794E-019  0.490839E-036  0.176881E-014  0.372796E-019  0.639490E-015  0.905363E-019  0.198038E-015  0.695217E-019  0.136499        1.05103       0.510131E-011  0.111786E-006  0.749688        3.23580       0.178142E-005   28.0032        10.9030        50.9476     
  750.000        74901.0        1083.00        24.7102        2.24260        5.35628       0.276837E-002  0.102761E-005  0.195875        13.3568       0.233041        2.80816        45.1937        5.90054        1.64326        0.00000       0.908519E-005   51.4949       0.468317E-006  0.173630E-005  0.202877E-004  0.393594E-005  0.103108E-015  0.101774E-003   3.54460       0.100920E-001  0.549597E-003  0.173215        28.2516       0.255773E-006  0.679193E-013  0.145898E-003  0.652649E-002  0.368646E-002  0.603021E-017  0.382262E-005   10.9203       0.280428E-002  0.724521E-003  0.615573E-017   6.47687       0.246639       0.266823E-004  0.218777E-002  0.464249       0.683461E-005  0.251113E-009  0.253524E-002  0.902490E-006  0.430491       0.243754E-002  0.115992       0.902542E-002  0.456651E-002  0.422729E-014  0.528718E-012  0.377128E-018  0.466106E-018  0.616571E-019  0.472135E-036  0.168780E-014  0.365425E-019  0.611716E-015  0.873637E-019  0.189912E-015  0.691134E-019  0.136253        1.05135       0.496123E-011  0.108746E-006  0.747762        3.23306       0.101549E-004   28.0065        10.9328        51.8570     
  751.000        75001.0        1083.25        24.3826        2.21131        5.29879       0.273552E-002  0.101521E-005  0.196505        13.5462       0.229835        2.78049        45.3453        6.00618        1.64326        0.00000       0.908519E-005   51.4949       0.468448E-006  0.174131E-005  0.200586E-004  0.382666E-005  0.101033E-015  0.100701E-003   3.54144       0.101464E-001  0.546546E-003  0.174235        29.1523       0.254321E-006  0.675139E-013  0.146071E-003  0.653883E-002  0.363418E-002  0.602891E-017  0.373993E-005   10.9482       0.280138E-002  0.722248E-003  0.617031E-017   6.50081       0.247852       0.266557E-004  0.218973E-002  0.472203       0.678297E-005  0.251602E-009  0.254784E-002  0.908242E-006  0.429433       0.242122E-002  0.116957       0.901617E-002  0.452679E-002  0.402638E-014  0.510283E-012  0.365461E-018  0.453697E-018  0.602121E-019  0.456372E-036  0.161205E-014  0.359726E-019  0.585953E-015  0.846965E-019  0.182445E-015  0.690580E-019  0.136006        1.05166       0.483363E-011  0.106037E-006  0.745619        3.23011       0.101536E-004   28.0098        10.9607        52.8165     
  752.000        75101.0        1083.51        24.0523        2.18009        5.24043       0.270274E-002  0.100217E-005  0.197183        13.7376       0.226596        2.75171        45.4985        6.11281        1.64326        0.00000       0.908519E-005   51.4949       0.468256E-006  0.174547E-005  0.198252E-004  0.372072E-005  0.991339E-016  0.996611E-004   3.53898       0.102044E-001  0.543915E-003  0.175259        30.0865       0.252854E-006  0.671414E-013  0.146270E-003  0.655241E-002  0.358210E-002  0.602731E-017  0.366053E-005   10.9760       0.279889E-002  0.720025E-003  0.618501E-017   6.52359       0.248974       0.266204E-004  0.219256E-002  0.480550       0.673819E-005  0.252141E-009  0.256193E-002  0.914411E-006  0.428376       0.240413E-002  0.117902       0.900514E-002  0.448747E-002  0.383868E-014  0.492829E-012  0.354371E-018  0.441849E-018  0.588268E-019  0.441277E-036  0.154162E-014  0.354373E-019  0.562145E-015  0.821965E-019  0.175596E-015  0.690927E-019  0.135760        1.05198       0.471106E-011  0.103425E-006  0.743420        3.22710       0.612808E-005   28.0130        10.9883        53.8092     
  753.000        75201.0        1083.76        23.7316        2.14846        5.18468       0.266767E-002  0.989239E-006  0.197922        13.9222       0.223485        2.72598        45.6467        6.21631        1.64326        0.00000       0.908519E-005   51.4949       0.468393E-006  0.174911E-005  0.195960E-004  0.361258E-005  0.966446E-016  0.985242E-004   3.53322       0.102629E-001  0.540350E-003  0.176287        31.0187       0.250873E-006  0.664480E-013  0.146333E-003  0.655794E-002  0.352807E-002  0.602390E-017  0.358321E-005   11.0056       0.279274E-002  0.716533E-003  0.618582E-017   6.55139       0.250532       0.265827E-004  0.219353E-002  0.489084       0.668260E-005  0.252701E-009  0.257633E-002  0.919767E-006  0.427282       0.238701E-002  0.118957       0.900198E-002  0.444926E-002  0.365582E-014  0.474789E-012  0.342602E-018  0.428836E-018  0.572492E-019  0.424621E-036  0.147190E-014  0.347551E-019  0.538145E-015  0.793741E-019  0.168550E-015  0.687461E-019  0.135514        1.05230       0.458263E-011  0.100633E-006  0.741469        3.22434       0.826814E-005   28.0161        11.0178        54.8042     
  754.000        75301.0        1084.02        23.4085        2.11690        5.12776       0.263314E-002  0.976850E-006  0.198458        14.1088       0.220357        2.69936        45.7964        6.32082        1.64326        0.00000       0.908519E-005   51.4949       0.468749E-006  0.175393E-005  0.193781E-004  0.351000E-005  0.943325E-016  0.974294E-004   3.52800       0.103169E-001  0.536729E-003  0.177320        31.9851       0.249155E-006  0.658654E-013  0.146418E-003  0.656552E-002  0.347683E-002  0.602205E-017  0.350594E-005   11.0348       0.278784E-002  0.713592E-003  0.619312E-017   6.57846       0.252022       0.265576E-004  0.219418E-002  0.497392       0.662454E-005  0.253187E-009  0.258886E-002  0.925049E-006  0.426202       0.237110E-002  0.120004       0.899749E-002  0.441120E-002  0.348011E-014  0.457617E-012  0.331474E-018  0.416646E-018  0.557897E-019  0.409399E-036  0.140453E-014  0.341282E-019  0.514817E-015  0.767350E-019  0.161656E-015  0.684693E-019  0.135268        1.05261       0.446023E-011  0.980012E-007  0.739481        3.22155       0.138773E-005   28.0193        11.0469        55.8325     
