|6.6.6
gloss1d5_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          26
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     Do(HP)         diam           M(HP)          coe            Grt(JH)        ky             stv           
  77.0000        7601.00        341.191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  78.0000        7701.00        341.818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  79.0000        7801.00        342.447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  80.0000        7901.00        343.079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  81.0000        8001.00        343.714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  82.0000        8101.00        344.350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  83.0000        8201.00        344.990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  84.0000        8301.00        345.632        100.000        34.4525                 NaN   35.1806        100.000        35.1806        87.5874        100.000        35.1806        35.1806        23.3454        23.2238        34.4525        55.6266        41.3251        0.00000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  85.0000        8401.00        346.277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  86.0000        8501.00        346.924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  87.0000        8601.00        347.574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  88.0000        8701.00        348.227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  89.0000        8801.00        348.882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  90.0000        8901.00        349.539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  91.0000        9001.00        350.199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  92.0000        9101.00        350.861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  93.0000        9201.00        351.525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  94.0000        9301.00        352.191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  95.0000        9401.00        352.860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  96.0000        9501.00        353.530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  97.0000        9601.00        354.203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  98.0000        9701.00        354.877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  99.0000        9801.00        355.553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  100.000        9901.00        356.230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101.000        10001.0        356.909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  102.000        10101.0        357.590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  103.000        10201.0        358.271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  104.000        10301.0        358.954        100.000        34.5530                 NaN   35.2826        100.000        35.2826        87.7461        100.000        35.2826        35.2826        23.4171        23.2942        34.5530        55.8019        41.3705        0.00000       0.480992E-001            NaN            NaN            NaN            NaN            NaN            NaN
  105.000        10401.0        359.638        100.000        34.7124                 NaN   35.4425        100.000        35.4425        88.0844        100.000        35.4425        35.4425        23.4616        23.3367        34.7124        56.0952        41.3344        0.00000       0.226382                 NaN            NaN            NaN            NaN            NaN            NaN
  106.000        10501.0        360.323        100.000        34.8788                 NaN   35.6095        100.000        35.6095        88.4345        100.000        35.6095        35.6095        23.5144        23.3873        34.8788        56.3987        41.3027        0.00000       0.406322                 NaN            NaN            NaN            NaN            NaN            NaN
  107.000        10601.0        361.009        100.000        35.0418                 NaN   35.7730        100.000        35.7730        88.7730        100.000        35.7730        35.7730        23.5749        23.4457        35.0418        56.6923        41.2801        0.00000       0.573814                 NaN            NaN            NaN            NaN            NaN            NaN
  108.000        10701.0        361.695        100.000        35.1968                 NaN   35.9285        100.000        35.9285        89.0966        100.000        35.9285        35.9285        23.6286        23.4973        35.1968        56.9730        41.2550        0.00000       0.736861                 NaN            NaN            NaN            NaN            NaN            NaN
  109.000        10801.0        362.381        100.000        35.3675                 NaN   36.0998        100.000        36.0998        89.4477        100.000        36.0998        36.0998        23.6986        23.5649        35.3675        57.2775        41.2376        0.00000       0.905748                 NaN            NaN            NaN            NaN            NaN            NaN
  110.000        10901.0        363.069        100.000        35.5261                 NaN   36.2590        100.000        36.2590        89.7749        100.000        36.2590        36.2590        23.7615        23.6255        35.5261        57.5614        41.2194        0.00000        1.06489                 NaN            NaN            NaN            NaN            NaN            NaN
  111.000        11001.0        363.756        100.000        35.6987                 NaN   36.4320        100.000        36.4320        90.1255        100.000        36.4320        36.4320        23.8408        23.7023        35.6987        57.8655        41.2099        0.00000        1.22716                 NaN            NaN            NaN            NaN            NaN            NaN
  112.000        11101.0        364.444        100.000        35.8675                 NaN   36.6014        100.000        36.6014        90.4672        100.000        36.6014        36.6014        23.9207        23.7798        35.8675        58.1620        41.2030        0.00000        1.38357                 NaN            NaN            NaN            NaN            NaN            NaN
  113.000        11201.0        365.131        100.000        36.0450                 NaN   36.7794        100.000        36.7794        90.8241        100.000        36.7794        36.7794        24.0096        23.8660        36.0450        58.4716        41.2003        0.00000        1.54318                 NaN            NaN            NaN            NaN            NaN            NaN
  114.000        11301.0        365.819        100.000        36.2313                 NaN   36.9663        100.000        36.9663        91.1965        100.000        36.9663        36.9663        24.1077        23.9612        36.2313        58.7946        41.2018        0.00000        1.70614                 NaN            NaN            NaN            NaN            NaN            NaN
  115.000        11401.0        366.506        100.000        36.4435                 NaN   37.1791        100.000        37.1791        91.6150        100.000        37.1791        37.1791        24.2312        24.0813        36.4435        59.1574        41.2146        0.00000        1.88015                 NaN            NaN            NaN            NaN            NaN            NaN
