|6.6.6
gloss1d5_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          26
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     Do(HP)         diam           M(HP)          coe            Grt(JH)        ky             stv           
  403.000        40201.0        923.577        65.1989        55.5598                 NaN   56.3736        65.1989        56.3736        65.1989        65.1989        56.3736        56.3736        35.3717        35.3717        55.5598        65.1989        56.3736        0.00000        14.4623        100.000        7.55714        99.9764        7.55714                 NaN            NaN
  404.000        40301.0        924.500        65.1973        55.5521                 NaN   56.3660        65.1973        56.3660        65.1973        65.1973        56.3660        56.3660        35.3603        35.3603        55.5521        65.1973        56.3660        0.00000        14.4661        100.000        7.56088        99.9763        7.56088                 NaN            NaN
  405.000        40401.0        925.414        65.1387        55.6751                 NaN   56.4895        65.1387        56.4895        65.1387        65.1387        56.4895        56.4895        35.4948        35.4948        55.6751        65.1387        56.4895        0.00000        14.6438        100.000        7.73656        99.9767        7.73656                 NaN            NaN
  406.000        40501.0        926.319        65.1054        55.7404                 NaN   56.5551        65.1054        56.5551        65.1054        65.1054        56.5551        56.5551        35.5708        35.5708        55.7404        65.1054        56.5551        0.00000        14.7488        100.000        7.84042        99.9769        7.84042                 NaN            NaN
  407.000        40601.0        927.216        65.0766        55.7951                 NaN   56.6101        65.0766        56.6101        65.0766        65.0766        56.6101        56.6101        35.6271        35.6271        55.7951        65.0766        56.6101        0.00000        14.8342        100.000        7.92469        99.9771        7.92469                 NaN            NaN
  408.000        40701.0        928.103        65.0465        55.8579                 NaN   56.6732        65.0465        56.6732        65.0465        65.0465        56.6732        56.6732        35.7052        35.7052        55.8579        65.0465        56.6732        0.00000        14.9345        100.000        8.02396        99.9773        8.02396                 NaN            NaN
  409.000        40801.0        928.982        65.0219        55.9092                 NaN   56.7247        65.0219        56.7247        65.0219        65.0219        56.7247        56.7247        35.7628        35.7628        55.9092        65.0219        56.7247        0.00000        15.0133        100.000        8.10165        99.9775        8.10165                 NaN            NaN
  410.000        40901.0        929.853        64.9912        55.9684                 NaN   56.7843        64.9912        56.7843        64.9912        64.9912        56.7843        56.7843        35.8277        35.8277        55.9684        64.9912        56.7843        0.00000        15.1072        100.000        8.19458        99.9777        8.19458                 NaN            NaN
  411.000        41001.0        930.716        64.9569        56.0359                 NaN   56.8521        64.9569        56.8521        64.9569        64.9569        56.8521        56.8521        35.9083        35.9083        56.0359        64.9569        56.8521        0.00000        15.2165        100.000        8.30297        99.9779        8.30297                 NaN            NaN
  412.000        41101.0        931.571        64.9278        56.1026                 NaN   56.9190        64.9278        56.9190        64.9278        64.9278        56.9190        56.9190        35.9884        35.9884        56.1026        64.9278        56.9190        0.00000        15.3112        100.000        8.39679        99.9781        8.39679                 NaN            NaN
  413.000        41201.0        932.418        64.9023        56.1552                 NaN   56.9719        64.9023        56.9719        64.9023        64.9023        56.9719        56.9719        36.0329        36.0329        56.1552        64.9023        56.9719        0.00000        15.3846        100.000        8.46851        99.9784        8.46851                 NaN            NaN
  414.000        41301.0        933.257        64.9005        56.1473                 NaN   56.9641        64.9005        56.9641        64.9005        64.9005        56.9641        56.9641        36.0312        36.0312        56.1473        64.9005        56.9641        0.00000        15.3975        100.000        8.48133        99.9784        8.48133                 NaN            NaN
  415.000        41401.0        934.089        64.8427        56.2802                 NaN   57.0975        64.8427        57.0975        64.8427        64.8427        57.0975        57.0975        36.1897        36.1897        56.2802        64.8427        57.0975        0.00000        15.5845        100.000        8.66649        99.9788        8.66649                 NaN            NaN
  416.000        41501.0        934.913        64.8197        56.3216                 NaN   57.1390        64.8197        57.1390        64.8197        64.8197        57.1390        57.1390        36.2516        36.2516        56.3216        64.8197        57.1390        0.00000        15.6610        100.000        8.74356        99.9788        8.74356                 NaN            NaN
  417.000        41601.0        935.730        64.7939        56.3701                 NaN   57.1878        64.7939        57.1878        64.7939        64.7939        57.1878        57.1878        36.2983        36.2983        56.3701        64.7939        57.1878        0.00000        15.7365        100.000        8.81827        99.9790        8.81827                 NaN            NaN
  418.000        41701.0        936.540        64.7644        56.4376                 NaN   57.2556        64.7644        57.2556        64.7644        64.7644        57.2556        57.2556        36.3803        36.3803        56.4376        64.7644        57.2556        0.00000        15.8331        100.000        8.91398        99.9792        8.91398                 NaN            NaN
  419.000        41801.0        937.342        64.7350        56.4989                 NaN   57.3172        64.7350        57.3172        64.7350        64.7350        57.3172        57.3172        36.4564        36.4564        56.4989        64.7350        57.3172        0.00000        15.9311        100.000        9.01114        99.9794        9.01114                 NaN            NaN
  420.000        41901.0        938.139        64.7088        56.5537                 NaN   57.3722        64.7088        57.3722        64.7088        64.7088        57.3722        57.3722        36.5208        36.5208        56.5537        64.7088        57.3722        0.00000        16.0167        100.000        9.09596        99.9796        9.09596                 NaN            NaN
  421.000        42001.0        938.928        64.6828        56.6134                 NaN   57.4323        64.6828        57.4323        64.6828        64.6828        57.4323        57.4323        36.5883        36.5883        56.6134        64.6828        57.4323        0.00000        16.0989        100.000        9.17731        99.9798        9.17731                 NaN            NaN
  422.000        42101.0        939.710        64.6568        56.6725                 NaN   57.4916        64.6568        57.4916        64.6568        64.6568        57.4916        57.4916        36.6677        36.6677        56.6725        64.6568        57.4916        0.00000        16.1927        100.000        9.27015        99.9800        9.27015                 NaN            NaN
  423.000        42201.0        940.486        64.6315        56.7193                 NaN   57.5386        64.6315        57.5386        64.6315        64.6315        57.5386        57.5386        36.7325        36.7325        56.7193        64.6315        57.5386        0.00000        16.2722        100.000        9.35052        99.9800        9.35052                 NaN            NaN
  424.000        42301.0        941.256        64.6075        56.7739                 NaN   57.5935        64.6075        57.5935        64.6075        64.6075        57.5935        57.5935        36.7997        36.7997        56.7739        64.6075        57.5935        0.00000        16.3539        100.000        9.43141        99.9802        9.43141                 NaN            NaN
  425.000        42401.0        942.020        64.5792        56.8278                 NaN   57.6477        64.5792        57.6477        64.5792        64.5792        57.6477        57.6477        36.8557        36.8557        56.8278        64.5792        57.6477        0.00000        16.4385        100.000        9.51531        99.9804        9.51531                 NaN            NaN
  426.000        42501.0        942.777        64.5491        56.8966                 NaN   57.7168        64.5491        57.7168        64.5491        64.5491        57.7168        57.7168        36.9404        36.9404        56.8966        64.5491        57.7168        0.00000        16.5379        100.000        9.61407        99.9806        9.61407                 NaN            NaN
  427.000        42601.0        943.529        64.5491        56.8964                 NaN   57.7166        64.5491        57.7166        64.5491        64.5491        57.7166        57.7166        36.9527        36.9527        56.8964        64.5491        57.7166        0.00000        16.5507        100.000        9.62669        99.9806        9.62669                 NaN            NaN
  428.000        42701.0        944.274        64.5015        56.9942                 NaN   57.8148        64.5015        57.8148        64.5015        64.5015        57.8148        57.8148        37.0656        37.0656        56.9942        64.5015        57.8148        0.00000        16.6925        100.000        9.76870        99.9808        9.76870                 NaN            NaN
  429.000        42801.0        945.014        64.4793        57.0447                 NaN   57.8656        64.4793        57.8656        64.4793        64.4793        57.8656        57.8656        37.1290        37.1290        57.0447        64.4793        57.8656        0.00000        16.7705        100.000        9.84587        99.9810        9.84587                 NaN            NaN
  430.000        42901.0        945.748        64.4505        57.1103                 NaN   57.9315        64.4505        57.9315        64.4505        64.4505        57.9315        57.9315        37.2080        37.2080        57.1103        64.4505        57.9315        0.00000        16.8641        100.000        9.93905        99.9811        9.93905                 NaN            NaN
  431.000        43001.0        946.477        64.4495        57.1054                 NaN   57.9265        64.4495        57.9265        64.4495        64.4495        57.9265        57.9265        37.2020        37.2020        57.1054        64.4495        57.9265        0.00000        16.8682        100.000        9.94307        99.9811        9.94307                 NaN            NaN
  432.000        43101.0        947.200        64.4491        57.1029                 NaN   57.9241        64.4491        57.9241        64.4491        64.4491        57.9241        57.9241        37.2056        37.2056        57.1029        64.4491        57.9241        0.00000        16.8768        100.000        9.95156        99.9811        9.95156                 NaN            NaN
  433.000        43201.0        947.918        64.3777        57.2648                 NaN   58.0867        64.3777        58.0867        64.3777        64.3777        58.0867        58.0867        37.4093        37.4093        57.2648        64.3777        58.0867        0.00000        17.1094        100.000        10.1839        99.9816        10.1839                 NaN            NaN
  434.000        43301.0        948.630        64.3778        57.2648                 NaN   58.0867        64.3778        58.0867        64.3778        64.3778        58.0867        58.0867        37.4089        37.4089        57.2648        64.3778        58.0867        0.00000        17.1098        100.000        10.1843        99.9816        10.1843                 NaN            NaN
  435.000        43401.0        949.338        64.3368        57.3578                 NaN   58.1801        64.3368        58.1801        64.3368        64.3368        58.1801        58.1801        37.5270        37.5270        57.3578        64.3368        58.1801        0.00000        17.2428        100.000        10.3174        99.9818        10.3174                 NaN            NaN
  436.000        43501.0        950.040        64.3083        57.4220                 NaN   58.2446        64.3083        58.2446        64.3083        64.3083        58.2446        58.2446        37.6168        37.6168        57.4220        64.3083        58.2446        0.00000        17.3470        100.000        10.4211        99.9820        10.4211                 NaN            NaN
  437.000        43601.0        950.738        64.2888        57.4666                 NaN   58.2893        64.2888        58.2893        64.2888        64.2888        58.2893        58.2893        37.6691        37.6691        57.4666        64.2888        58.2893        0.00000        17.4140        100.000        10.4874        99.9822        10.4874                 NaN            NaN
  438.000        43701.0        951.431        64.2873        57.4594                 NaN   58.2823        64.2873        58.2823        64.2873        64.2873        58.2823        58.2823        37.6548        37.6548        57.4594        64.2873        58.2823        0.00000        17.4142        100.000        10.4875        99.9821        10.4875                 NaN            NaN
  439.000        43801.0        952.119        64.2873        57.4592                 NaN   58.2820        64.2873        58.2820        64.2873        64.2873        58.2820        58.2820        37.6671        37.6671        57.4592        64.2873        58.2820        0.00000        17.4269        100.000        10.5001        99.9822        10.5001                 NaN            NaN
  440.000        43901.0        952.803        64.2130        57.6274                 NaN   58.4510        64.2130        58.4510        64.2130        64.2130        58.4510        58.4510        37.8705        37.8705        57.6274        64.2130        58.4510        0.00000        17.6598        100.000        10.7333        99.9825        10.7333                 NaN            NaN
  441.000        44001.0        953.482        64.1956        57.6666                 NaN   58.4903        64.1956        58.4903        64.1956        64.1956        58.4903        58.4903        37.9315        37.9315        57.6666        64.1956        58.4903        0.00000        17.7217        100.000        10.7961        99.9826        10.7961                 NaN            NaN
  442.000        44101.0        954.157        64.1704        57.7301                 NaN   58.5541        64.1704        58.5541        64.1704        64.1704        58.5541        58.5541        37.9965        37.9965        57.7301        64.1704        58.5541        0.00000        17.8018        100.000        10.8749        99.9829        10.8749                 NaN            NaN
  443.000        44201.0        954.827        64.1433        57.7913                 NaN   58.6156        64.1433        58.6156        64.1433        64.1433        58.6156        58.6156        38.0808        38.0808        57.7913        64.1433        58.6156        0.00000        17.9006        100.000        10.9732        99.9831        10.9732                 NaN            NaN
  444.000        44301.0        955.493        64.1434        57.7912                 NaN   58.6155        64.1434        58.6155        64.1434        64.1434        58.6155        58.6155        38.0831        38.0831        57.7912        64.1434        58.6155        0.00000        17.9036        100.000        10.9762        99.9831        10.9762                 NaN            NaN
  445.000        44401.0        956.155        64.1419        57.7842                 NaN   58.6085        64.1419        58.6085        64.1419        64.1419        58.6085        58.6085        38.0670        38.0670        57.7842        64.1419        58.6085        0.00000        17.9021        100.000        10.9746        99.9830        10.9746                 NaN            NaN
  446.000        44501.0        956.813        64.0780        57.9275                 NaN   58.7524        64.0780        58.7524        64.0780        64.0780        58.7524        58.7524        38.2674        38.2674        57.9275        64.0780        58.7524        0.00000        18.1180        100.000        11.1922        99.9833        11.1922                 NaN            NaN
  447.000        44601.0        957.467        64.0805        57.9298                 NaN   58.7548        64.0805        58.7548        64.0805        64.0805        58.7548        58.7548        38.2715        38.2715        57.9298        64.0805        58.7548        0.00000        18.1226        100.000        11.1954        99.9834        11.1954                 NaN            NaN
  448.000        44701.0        958.117        64.0382        58.0283                 NaN   58.8536        64.0382        58.8536        64.0382        64.0382        58.8536        58.8536        38.3937        38.3937        58.0283        64.0382        58.8536        0.00000        18.2602        100.000        11.3332        99.9837        11.3332                 NaN            NaN
  449.000        44801.0        958.763        64.0176        58.0641                 NaN   58.8896        64.0176        58.8896        64.0176        64.0176        58.8896        58.8896        38.4368        38.4368        58.0641        64.0176        58.8896        0.00000        18.3182        100.000        11.3924        99.9837        11.3924                 NaN            NaN
  450.000        44901.0        959.406        63.9880        58.1309                 NaN   58.9567        63.9880        58.9567        63.9880        63.9880        58.9567        58.9567        38.5191        38.5191        58.1309        63.9880        58.9567        0.00000        18.4155        100.000        11.4897        99.9839        11.4897                 NaN            NaN
  451.000        45001.0        960.044        63.9723        58.1742                 NaN   59.0002        63.9723        59.0002        63.9723        63.9723        59.0002        59.0002        38.5745        38.5745        58.1742        63.9723        59.0002        0.00000        18.4722        100.000        11.5461        99.9840        11.5461                 NaN            NaN
  452.000        45101.0        960.680        63.9493        58.2177                 NaN   59.0439        63.9493        59.0439        63.9493        63.9493        59.0439        59.0439        38.6391        38.6391        58.2177        63.9493        59.0439        0.00000        18.5514        100.000        11.6260        99.9841        11.6260                 NaN            NaN
  453.000        45201.0        961.311        63.9494        58.2177                 NaN   59.0439        63.9494        59.0439        63.9494        63.9494        59.0439        59.0439        38.6387        38.6387        58.2177        63.9494        59.0439        0.00000        18.5519        100.000        11.6264        99.9841        11.6264                 NaN            NaN
  454.000        45301.0        961.940        63.9093        58.3078                 NaN   59.1344        63.9093        59.1344        63.9093        63.9093        59.1344        59.1344        38.7524        38.7524        58.3078        63.9093        59.1344        0.00000        18.6812        100.000        11.7565        99.9843        11.7565                 NaN            NaN
  455.000        45401.0        962.565        63.8900        58.3513                 NaN   59.1782        63.8900        59.1782        63.8900        63.8900        59.1782        59.1782        38.8035        38.8035        58.3513        63.8900        59.1782        0.00000        18.7470        100.000        11.8218        99.9844        11.8218                 NaN            NaN
  456.000        45501.0        963.186        63.8901        58.3512                 NaN   59.1781        63.8901        59.1781        63.8901        63.8901        59.1781        59.1781        38.8109        38.8109        58.3512        63.8901        59.1781        0.00000        18.7550        100.000        11.8297        99.9844        11.8297                 NaN            NaN
  457.000        45601.0        963.805        63.8901        58.3511                 NaN   59.1780        63.8901        59.1780        63.8901        63.8901        59.1780        59.1780        38.8154        38.8154        58.3511        63.8901        59.1780        0.00000        18.7602        100.000        11.8348        99.9845        11.8348                 NaN            NaN
  458.000        45701.0        964.420        63.8285        58.4886                 NaN   59.3161        63.8285        59.3161        63.8285        63.8285        59.3161        59.3161        38.9977        38.9977        58.4886        63.8285        59.3161        0.00000        18.9589        100.000        12.0358        99.9847        12.0358                 NaN            NaN
  459.000        45801.0        965.032        63.8279        58.4825                 NaN   59.3101        63.8279        59.3101        63.8279        63.8279        59.3101        59.3101        38.9830        38.9830        58.4825        63.8279        59.3101        0.00000        18.9585        100.000        12.0348        99.9847        12.0348                 NaN            NaN
  460.000        45901.0        965.641        63.8281        58.4826                 NaN   59.3101        63.8281        59.3101        63.8281        63.8281        59.3101        59.3101        38.9950        38.9950        58.4826        63.8281        59.3101        0.00000        18.9708        100.000        12.0469        99.9847        12.0469                 NaN            NaN
  461.000        46001.0        966.248        63.8287        58.4830                 NaN   59.3106        63.8287        59.3106        63.8287        63.8287        59.3106        59.3106        38.9989        38.9989        58.4830        63.8287        59.3106        0.00000        18.9755        100.000        12.0512        99.9848        12.0512                 NaN            NaN
  462.000        46101.0        966.851        63.7430        58.6900                 NaN   59.5184        63.7430        59.5184        63.7430        63.7430        59.5184        59.5184        39.2626        39.2626        58.6900        63.7430        59.5184        0.00000        19.2568        100.000        12.3342        99.9852        12.3342                 NaN            NaN
  463.000        46201.0        967.452        63.7275        58.7145                 NaN   59.5431        63.7275        59.5431        63.7275        63.7275        59.5431        59.5431        39.2898        39.2898        58.7145        63.7275        59.5431        0.00000        19.2989        100.000        12.3773        99.9852        12.3773                 NaN            NaN
  464.000        46301.0        968.049        63.7276        58.7144                 NaN   59.5430        63.7276        59.5430        63.7276        63.7276        59.5430        59.5430        39.2943        39.2943        58.7144        63.7276        59.5430        0.00000        19.3041        100.000        12.3824        99.9852        12.3824                 NaN            NaN
  465.000        46401.0        968.644        63.6908        58.7974                 NaN   59.6264        63.6908        59.6264        63.6908        63.6908        59.6264        59.6264        39.4007        39.4007        58.7974        63.6908        59.6264        0.00000        19.4262        100.000        12.5051        99.9855        12.5051                 NaN            NaN
  466.000        46501.0        969.237        63.6624        58.8772                 NaN   59.7064        63.6624        59.7064        63.6624        63.6624        59.7064        59.7064        39.5006        39.5006        58.8772        63.6624        59.7064        0.00000        19.5281        100.000        12.6065        99.9858        12.6065                 NaN            NaN
  467.000        46601.0        969.827        63.6609        58.8703                 NaN   59.6996        63.6609        59.6996        63.6609        63.6609        59.6996        59.6996        39.4872        39.4872        58.8703        63.6609        59.6996        0.00000        19.5289        100.000        12.6072        99.9858        12.6072                 NaN            NaN
  468.000        46701.0        970.414        63.6610        58.8702                 NaN   59.6995        63.6610        59.6995        63.6610        63.6610        59.6995        59.6995        39.4967        39.4967        58.8702        63.6610        59.6995        0.00000        19.5389        100.000        12.6171        99.9858        12.6171                 NaN            NaN
  469.000        46801.0        970.998        63.6610        58.8702                 NaN   59.6995        63.6610        59.6995        63.6610        63.6610        59.6995        59.6995        39.4972        39.4972        58.8702        63.6610        59.6995        0.00000        19.5403        100.000        12.6185        99.9858        12.6185                 NaN            NaN
  470.000        46901.0        971.581        63.5942        59.0293                 NaN   59.8593        63.5942        59.8593        63.5942        63.5942        59.8593        59.8593        39.6931        39.6931        59.0293        63.5942        59.8593        0.00000        19.7537        100.000        12.8336        99.9861        12.8336                 NaN            NaN
  471.000        47001.0        972.161        63.5675        59.0779                 NaN   59.9081        63.5675        59.9081        63.5675        63.5675        59.9081        59.9081        39.7659        39.7659        59.0779        63.5675        59.9081        0.00000        19.8417        100.000        12.9232        99.9862        12.9232                 NaN            NaN
  472.000        47101.0        972.738        63.5676        59.0779                 NaN   59.9082        63.5676        59.9082        63.5676        63.5676        59.9082        59.9082        39.7655        39.7655        59.0779        63.5676        59.9082        0.00000        19.8422        100.000        12.9237        99.9862        12.9237                 NaN            NaN
  473.000        47201.0        973.313        63.5347        59.1611                 NaN   59.9917        63.5347        59.9917        63.5347        63.5347        59.9917        59.9917        39.8803        39.8803        59.1611        63.5347        59.9917        0.00000        19.9593        100.000        13.0417        99.9864        13.0417                 NaN            NaN
  474.000        47301.0        973.886        63.5112        59.2138                 NaN   60.0447        63.5112        60.0447        63.5112        63.5112        60.0447        60.0447        39.9366        39.9366        59.2138        63.5112        60.0447        0.00000        20.0311        100.000        13.1136        99.9865        13.1136                 NaN            NaN
  475.000        47401.0        974.457        63.5113        59.2138                 NaN   60.0447        63.5113        60.0447        63.5113        63.5113        60.0447        60.0447        39.9392        39.9392        59.2138        63.5113        60.0447        0.00000        20.0345        100.000        13.1170        99.9865        13.1170                 NaN            NaN
  476.000        47501.0        975.026        63.5112        59.2137                 NaN   60.0445        63.5112        60.0445        63.5112        63.5112        60.0445        60.0445        39.9485        39.9485        59.2137        63.5112        60.0445        0.00000        20.0444        100.000        13.1268        99.9865        13.1268                 NaN            NaN
  477.000        47601.0        975.593        63.4547        59.3382                 NaN   60.1697        63.4547        60.1697        63.4547        63.4547        60.1697        60.1697        40.1166        40.1166        59.3382        63.4547        60.1697        0.00000        20.2295        100.000        13.3146        99.9867        13.3146                 NaN            NaN
  478.000        47701.0        976.157        63.4360        59.3908                 NaN   60.2224        63.4360        60.2224        63.4360        63.4360        60.2224        60.2224        40.1728        40.1728        59.3908        63.4360        60.2224        0.00000        20.2880        100.000        13.3729        99.9869        13.3729                 NaN            NaN
  479.000        47801.0        976.720        63.4226        59.4101                 NaN   60.2419        63.4226        60.2419        63.4226        63.4226        60.2419        60.2419        40.1963        40.1963        59.4101        63.4226        60.2419        0.00000        20.3262        100.000        13.4122        99.9869        13.4122                 NaN            NaN
  480.000        47901.0        977.280        63.4034        59.4521                 NaN   60.2840        63.4034        60.2840        63.4034        63.4034        60.2840        60.2840        40.2634        40.2634        59.4521        63.4034        60.2840        0.00000        20.3950        100.000        13.4824        99.9869        13.4824                 NaN            NaN
  481.000        48001.0        977.839        63.3899        59.4925                 NaN   60.3246        63.3899        60.3246        63.3899        63.3899        60.3246        60.3246        40.3095        40.3095        59.4925        63.3899        60.3246        0.00000        20.4429        100.000        13.5299        99.9871        13.5299                 NaN            NaN
  482.000        48101.0        978.395        63.3605        59.5382                 NaN   60.3707        63.3605        60.3707        63.3605        63.3605        60.3707        60.3707        40.3786        40.3786        59.5382        63.3605        60.3792        0.00000        20.5277        100.000        13.6248        99.9871        13.6248                 NaN            NaN
  483.000        48201.0        978.950        63.3490        59.5539                 NaN   60.3864        63.3490        60.3864        63.3490        63.3490        60.3864        60.3864        40.3960        40.3960        59.5539        63.3490        60.4153        0.00000        20.5467        100.000        13.6628        99.9873        13.6628                 NaN            NaN
  484.000        48301.0        979.503        63.3008        59.7138                 NaN   60.5471        63.3008        60.5471        63.3008        63.3008        60.5471        60.5471        40.5583        40.5583        59.7138        63.3008        60.6257        0.00000        20.7132        100.000        13.8832        99.9873        13.8832       0.734029E-001            NaN
  485.000        48401.0        980.054        63.1709        60.2116                 NaN   61.0471        63.1709        61.0471        63.1709        63.1709        61.0471        61.0471        40.9578        40.9578        60.2116        63.1709        61.3089        0.00000        21.1377        100.000        14.5012        99.9874        14.5012       0.351105                 NaN
  486.000        48501.0        980.604        63.0539        60.6880                 NaN   61.5256        63.0539        61.5256        63.0539        63.0539        61.5256        61.5256        41.3457        41.3457        60.6880        63.0539        61.9576        0.00000        21.5368        100.000        15.0802        99.9876        15.0802       0.617933                 NaN
  487.000        48601.0        981.151        62.9375        61.1249                 NaN   61.9645        62.9375        61.9645        62.9375        62.9375        61.9645        61.9645        41.7124        41.7124        61.1249        62.9375        62.5797        0.00000        21.9145        100.000        15.6509        99.9875        15.6509       0.875495                 NaN
  488.000        48701.0        981.697        62.8828        61.3557                 NaN   62.1963        62.8828        62.1963        62.8828        62.8828        62.1963        62.1963        41.9032        41.9032        61.3557        62.8828        62.8828        0.00000        22.1113        100.000        15.9230        99.9877        15.9230       0.996287                 NaN
  489.000        48801.0        982.241        62.8841        61.3325                 NaN   62.1732        62.8841        62.1732        62.8841        62.8841        62.1732        62.1732        41.8854        41.8854        61.3325        62.8841        62.8841        0.00000        22.0939        100.000        15.9289        99.9877        15.9289       0.999617                 NaN
  490.000        48901.0        982.784        62.8868        61.3303                 NaN   62.1710        62.8868        62.1710        62.8868        62.8868        62.1710        62.1710        41.8827        41.8827        61.3303        62.8868        62.8868        0.00000        22.0917        100.000        15.9314        99.9877        15.9314        1.00564                 NaN
  491.000        49001.0        983.325        62.8847        61.3008                 NaN   62.1415        62.8847        62.1415        62.8847        62.8847        62.1415        62.1415        41.8444        41.8444        61.3008        62.8847        62.8847        0.00000        22.0675        100.000        15.9335        99.9877        15.9335        1.00814                 NaN
  492.000        49101.0        983.865        62.8874        61.3002                 NaN   62.1409        62.8874        62.1409        62.8874        62.8874        62.1409        62.1409        41.8433        41.8433        61.3002        62.8874        62.8874        0.00000        22.0670        100.000        15.9361        99.9877        15.9361        1.01416                 NaN
  493.000        49201.0        984.403        62.8835        61.2789                 NaN   62.1197        62.8835        62.1197        62.8835        62.8835        62.1197        62.1197        41.8401        41.8401        61.2789        62.8835        62.8835        0.00000        22.0644        100.000        15.9499        99.9877        15.9499        1.00582                 NaN
  494.000        49301.0        984.939        62.8861        61.2608                 NaN   62.1016        62.8861        62.1016        62.8861        62.8861        62.1016        62.1016        41.8215        41.8215        61.2608        62.8861        62.8861        0.00000        22.0464        100.000        15.9516        99.9877        15.9516        1.01184                 NaN
  495.000        49401.0        985.474        62.8837        61.2601                 NaN   62.1010        62.8837        62.1010        62.8837        62.8837        62.1010        62.1010        41.8144        41.8144        61.2601        62.8837        62.8837        0.00000        22.0533        100.000        15.9570        99.9877        15.9570        1.01328                 NaN
  496.000        49501.0        986.008        62.8829        61.2386                 NaN   62.0795        62.8829        62.0795        62.8829        62.8829        62.0795        62.0795        41.8081        41.8081        61.2386        62.8829        62.8829        0.00000        22.0474        100.000        15.9708        99.9877        15.9708        1.01202                 NaN
  497.000        49601.0        986.540        62.8856        61.2380                 NaN   62.0789        62.8856        62.0789        62.8856        62.8856        62.0789        62.0789        41.8071        41.8071        61.2380        62.8856        62.8856        0.00000        22.0469        100.000        15.9734        99.9877        15.9734        1.01799                 NaN
  498.000        49701.0        987.070        62.8324        58.0314                 NaN   58.8740        62.8324        58.8740        62.8324        62.8324        58.8740        58.8740        38.4894        38.4894        58.0314        62.8324        62.8324        0.00000        18.6908        100.000        18.6908        99.9879        15.9559        1.05330                 NaN
  499.000        49801.0        987.599        62.8310        58.0315                 NaN   58.8741        62.8310        58.8741        62.8310        62.8310        58.8741        58.8741        38.5076        38.5076        58.0315        62.8310        62.8310        0.00000        18.7093        100.000        18.7093        99.9878        15.9741        1.05599                 NaN
  500.000        49901.0        988.127        62.8311        58.0286                 NaN   58.8713        62.8311        58.8713        62.8311        62.8311        58.8713        58.8713        38.5044        38.5044        58.0286        62.8311        62.8311        0.00000        18.7070        100.000        18.7070        99.9878        15.9744        1.05602                 NaN
  501.000        50001.0        988.654        62.8302        58.0318                 NaN   58.8745        62.8302        58.8745        62.8302        62.8302        58.8745        58.8745        38.5235        38.5235        58.0318        62.8302        62.8302        0.00000        18.7265        100.000        18.7265        99.9878        15.9903        1.05446                 NaN
  502.000        50101.0        989.179        62.8299        58.0316                 NaN   58.8743        62.8299        58.8743        62.8299        62.8299        58.8743        58.8743        38.5246        38.5246        58.0316        62.8299        62.8299        0.00000        18.7284        100.000        18.7284        99.9878        15.9923        1.05368                 NaN
  503.000        50201.0        989.703        62.8326        58.0326                 NaN   58.8753        62.8326        58.8753        62.8326        62.8326        58.8753        58.8753        38.5252        38.5252        58.0326        62.8326        62.8326        0.00000        18.7295        100.000        18.7295        99.9878        15.9949        1.05968                 NaN
  504.000        50301.0        990.225        62.8284        58.0185                 NaN   58.8612        62.8284        58.8612        62.8284        62.8284        58.8612        58.8612        38.5178        38.5178        58.0185        62.8284        62.8232        0.00000        18.7360        100.000        18.7360        99.9880        16.0041        1.04782                 NaN
  505.000        50401.0        990.747        62.8278        58.0180                 NaN   58.8608        62.8278        58.8608        62.8278        62.8278        58.8608        58.8608        38.5199        38.5199        58.0180        62.8278        62.8226        0.00000        18.7389        100.000        18.7389        99.9880        16.0070        1.04651                 NaN
  506.000        50501.0        991.267        62.8279        58.0181                 NaN   58.8610        62.8279        58.8610        62.8279        62.8279        58.8610        58.8610        38.5197        38.5197        58.0181        62.8279        62.8227        0.00000        18.7395        100.000        18.7395        99.9880        16.0076        1.04655                 NaN
  507.000        50601.0        991.785        62.8306        58.0195                 NaN   58.8624        62.8306        58.8624        62.8306        62.8306        58.8624        58.8624        38.5207        38.5207        58.0195        62.8306        62.8254        0.00000        18.7410        100.000        18.7410        99.9880        16.0101        1.05176                 NaN
  508.000        50701.0        992.303        62.8294        58.0209                 NaN   58.8637        62.8294        58.8637        62.8294        62.8294        58.8637        58.8637        38.5404        38.5404        58.0209        62.8294        62.8242        0.00000        18.7610        100.000        18.7610        99.9882        16.0264        1.04293                 NaN
  509.000        50801.0        992.819        62.8295        58.0193                 NaN   58.8622        62.8295        58.8622        62.8295        62.8295        58.8622        58.8622        38.5384        38.5384        58.0193        62.8295        62.8243        0.00000        18.7599        100.000        18.7599        99.9882        16.0269        1.04297                 NaN
  510.000        50901.0        993.335        62.8277        58.0139                 NaN   58.8569        62.8277        58.8569        62.8277        62.8277        58.8569        58.8569        38.5281        38.5281        58.0139        62.8277        62.8172        0.00000        18.7635        100.000        18.7635        99.9882        16.0290        1.04218                 NaN
