|6.6.6
gloss1d5_3.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          57
node#          P(bar)         T(K)           V,J/bar/mol    H,J/mol        Gruneisen_T    Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        vp/vs          rho,kg/m3      G,J/mol        cp,J/K/mol     alpha,1/K      beta,1/bar     S,J/K/mol      n,mol          N,g            Ks_{T},bar/K   Gs_{T},bar/K   Ks_{P}         Gs_P           v0_{T}         vp_{T}         vs_{T}         v0_{P}         vp_P           vs_{P}         cp/cv          vol,%          wt,%           mol,%          H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     mu[H2],J/mol   mu[C],J/mol    mu[Si],J/mol   mu[Al],J/mol   mu[Fe],J/mol   mu[Mg],J/mol   mu[Ca],J/mol   mu[Na],J/mol   mu[K],J/mol    mu[O2],J/mol   mu[S2],J/mol   nom_ox        
  197.000        19601.0        419.694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  198.000        19701.0        420.523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  199.000        19801.0        421.371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  200.000        19901.0        422.238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  201.000        20001.0        423.126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  202.000        20101.0        424.035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  203.000        20201.0        424.967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  204.000        20301.0        425.922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  205.000        20401.0        426.901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  206.000        20501.0        427.906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  207.000        20601.0        428.938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  208.000        20701.0        429.997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  209.000        20801.0        431.086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  210.000        20901.0        432.204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  211.000        21001.0        433.354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  212.000        21101.0        434.537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  213.000        21201.0        435.753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  214.000        21301.0        437.005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  215.000        21401.0        438.293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  216.000        21501.0        439.619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  217.000        21601.0        440.984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  218.000        21701.0        442.390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  219.000        21801.0        443.839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  220.000        21901.0        445.330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  221.000        22001.0        446.867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  222.000        22101.0        448.451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  223.000        22201.0        450.083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  224.000        22301.0        451.764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  225.000        22401.0        453.498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  226.000        22501.0        455.284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  227.000        22601.0        457.125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  228.000        22701.0        459.023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  229.000        22801.0        460.979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  230.000        22901.0        462.995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  231.000        23001.0        465.074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  232.000        23101.0        467.216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  233.000        23201.0        469.424        1.36160       -244855.       0.379903        164292.        0.00000        3.08405        3.08405        0.00000                 NaN   1727.32       -285738.        55.9188       0.949654E-004  0.618982E-005   87.0916       0.859367E-005   23.5192       -269.283        0.00000        5.60801        0.00000      -0.238103E-002 -0.238103E-002   0.00000       0.430914E-004  0.430914E-004   0.00000        1.01694        0.00000        0.00000        0.00000       0.198563       0.827616E-003  0.728758E-003  0.968885E-009  0.683931E-010  0.443059E-007  0.203653E-005  0.221323E-002  0.717330E-005  0.101394       0.301305E-007  -22430.7        10055.0       -425986.       -497837.       -69321.5       -408004.       -498743.       -227200.       -241731.       -387854.       -47264.1       0.531568E-006
  234.000        23301.0        471.699        1.36061       -244146.       0.383490        164149.        0.00000        3.08387        3.08387        0.00000                 NaN   1726.02       -285348.        56.1475       0.964082E-004  0.619829E-005   87.3492       0.850303E-004   23.4843       -264.891        0.00000        5.57552        0.00000      -0.233961E-002 -0.233961E-002   0.00000       0.428165E-004  0.428165E-004   0.00000        1.01744        0.00000        0.00000        0.00000       0.198642       0.827634E-003  0.735012E-003  0.969050E-009  0.200839E-009  0.140974E-006  0.263580E-005  0.221788E-002  0.755049E-005  0.101441       0.683947E-007  -22477.1        10073.7       -425868.       -497766.       -69303.0       -407913.       -498645.       -227280.       -241730.       -387897.       -47232.0       0.341572E-007
  235.000        23401.0        474.044        1.35972       -243439.       0.386955        164021.        0.00000        3.08376        3.08376        0.00000                 NaN   1724.79       -284977.        56.3716       0.978077E-004  0.620617E-005   87.6236       0.110853E-014   23.4523       -260.619        0.00000        5.54431        0.00000      -0.229915E-002 -0.229915E-002   0.00000       0.425503E-004  0.425503E-004   0.00000        1.01794        0.00000        0.00000        0.00000       0.198642       0.827634E-003  0.735012E-003  0.969050E-009  0.200839E-009  0.140974E-006  0.263580E-005  0.221788E-002  0.755049E-005  0.101441       0.683947E-007  -22516.5        10091.8       -425730.       -497681.       -69262.5       -407774.       -498526.       -227362.       -241756.       -387968.       -47228.4       0.341572E-007
  236.000        23501.0        476.461        1.35869       -242603.       0.390382        163813.        0.00000        3.08361        3.08361        0.00000                 NaN   1722.78       -284484.        56.6089       0.992899E-004  0.621726E-005   87.8993       0.851653E-004   23.4072       -256.232        0.00000        5.51067        0.00000      -0.225856E-002 -0.225856E-002   0.00000       0.422805E-004  0.422805E-004   0.00000        1.01847        0.00000        0.00000        0.00000       0.198721       0.827652E-003  0.741200E-003  0.969239E-009  0.334296E-009  0.237732E-006  0.322815E-005  0.222245E-002  0.794675E-005  0.101489       0.105701E-006  -22569.5        10109.3       -425609.       -497601.       -69246.4       -407672.       -498429.       -227448.       -241772.       -388026.       -47207.1      -0.450799E-006
  237.000        23601.0        478.952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  238.000        23701.0        481.518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  239.000        23801.0        484.162        1.35572       -239753.       0.399964        163072.        0.00000        3.08353        3.08353        0.00000                 NaN   1715.07       -282746.        57.3125       0.103686E-003  0.625540E-005   88.7999       0.263096E-003   23.2516       -243.408        0.00000        5.40974        0.00000      -0.214145E-002 -0.214145E-002   0.00000       0.415022E-004  0.415022E-004   0.00000        1.02008        0.00000        0.00000        0.00000       0.198964       0.827711E-003  0.759837E-003  0.969959E-009  0.751160E-009  0.534585E-006  0.501230E-005  0.223606E-002  0.925615E-005  0.101634       0.211941E-006  -22737.3        10157.5       -425210.       -497332.       -69165.8       -407310.       -498102.       -227734.       -241868.       -388269.       -47218.5      -0.183181E-005
  240.000        23901.0        486.886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  241.000        24001.0        489.693        1.35383       -237589.       0.405632        162474.        0.00000        3.08372        3.08372        0.00000                 NaN   1708.57       -281398.        57.7739       0.106541E-003  0.628509E-005   89.4607       0.178085E-003   23.1311       -235.078        0.00000        5.34269        0.00000      -0.206660E-002 -0.206660E-002   0.00000       0.410109E-004  0.410109E-004   0.00000        1.02116        0.00000        0.00000        0.00000       0.199129       0.827752E-003  0.772198E-003  0.970529E-009  0.103316E-008  0.730047E-006  0.618871E-005  0.224502E-002  0.101906E-004  0.101732       0.279335E-006  -22864.7        10185.9       -424926.       -497131.       -69100.5       -407046.       -497867.       -227949.       -241962.       -388478.       -47276.1      -0.270785E-005
  242.000        24101.0        492.583        1.35292       -236447.       0.408203        162148.        0.00000        3.08386        3.08386        0.00000                 NaN   1704.99       -280686.        58.0014       0.107927E-003  0.630103E-005   89.8095       0.925159E-004   23.0672       -230.983        0.00000        5.30954        0.00000      -0.203009E-002 -0.203009E-002   0.00000       0.407747E-004  0.407747E-004   0.00000        1.02170        0.00000        0.00000        0.00000       0.199215       0.827773E-003  0.778549E-003  0.970851E-009  0.117916E-008  0.829821E-006  0.678957E-005  0.224962E-002  0.106886E-004  0.101783       0.313060E-006  -22935.4        10198.8       -424783.       -497028.       -69065.5       -406919.       -497746.       -228067.       -242010.       -388594.       -47319.4      -0.314621E-005
  243.000        24201.0        495.561        1.35199       -235255.       0.410590        161790.        0.00000        3.08398        3.08398        0.00000                 NaN   1701.10       -279938.        58.2296       0.109302E-003  0.631833E-005   90.1673       0.866825E-004   22.9987       -226.913        0.00000        5.27600        0.00000      -0.199413E-002 -0.199413E-002   0.00000       0.405418E-004  0.405418E-004   0.00000        1.02224        0.00000        0.00000        0.00000       0.199295       0.827794E-003  0.784430E-003  0.971180E-009  0.131559E-008  0.922417E-006  0.734249E-005  0.225386E-002  0.111630E-004  0.101831       0.343138E-006  -23010.5        10210.9       -424637.       -496916.       -69038.4       -406777.       -497631.       -228185.       -242081.       -388719.       -47363.5      -0.353719E-005
  244.000        24301.0        498.627        1.35113       -234008.       0.412800        161424.        0.00000        3.08422        3.08422        0.00000                 NaN   1696.98       -279154.        58.4479       0.110622E-003  0.633592E-005   90.5417       0.177797E-003   22.9284       -222.982        0.00000        5.24299        0.00000      -0.195959E-002 -0.195959E-002   0.00000       0.403165E-004  0.403165E-004   0.00000        1.02277        0.00000        0.00000        0.00000       0.199460       0.827837E-003  0.796342E-003  0.971919E-009  0.159370E-008  0.110676E-005  0.845376E-005  0.226242E-002  0.121670E-004  0.101928       0.402351E-006  -23097.5        10222.0       -424504.       -496810.       -69019.9       -406676.       -497524.       -228314.       -242130.       -388839.       -47407.9      -0.430684E-005
  245.000        24401.0        501.785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  246.000        24501.0        505.036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  247.000        24601.0        508.383        1.34854       -229987.       0.418218        160151.        0.00000        3.08485        3.08485        0.00000                 NaN   1682.91       -276619.        59.0877       0.114421E-003  0.639601E-005   91.7250       0.450924E-003   22.6948       -211.388        0.00000        5.14297        0.00000      -0.185940E-002 -0.185940E-002   0.00000       0.396669E-004  0.396669E-004   0.00000        1.02433        0.00000        0.00000        0.00000       0.199878       0.827953E-003  0.825290E-003  0.974402E-009  0.228876E-008  0.154606E-005  0.110937E-004  0.228302E-002  0.148730E-004  0.102175       0.527439E-006  -23363.5        10249.6       -424043.       -496439.       -68924.1       -406236.       -497157.       -228727.       -242390.       -389303.       -47638.0      -0.593260E-005
  248.000        24701.0        511.829        1.34775       -228573.       0.419602        159693.        0.00000        3.08510        3.08510        0.00000                 NaN   1677.82       -275736.        59.2876       0.115586E-003  0.641747E-005   92.1452       0.126446E-003   22.6129       -207.647        0.00000        5.11009        0.00000      -0.182747E-002 -0.182747E-002   0.00000       0.394616E-004  0.394616E-004   0.00000        1.02482        0.00000        0.00000        0.00000       0.199996       0.827987E-003  0.833281E-003  0.975171E-009  0.248216E-008  0.166562E-005  0.118154E-004  0.228869E-002  0.156494E-004  0.102243       0.560232E-006  -23460.4        10256.7       -423881.       -496305.       -68887.4       -406076.       -497027.       -228878.       -242494.       -389482.       -47739.4      -0.635879E-005
