|6.6.6
gloss1d1_8.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          99
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{CO2,aq}     m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  151.000        15001.0        390.162       0.196983       0.185137E-003  0.554210E-002  0.303059E-009  0.100901E-007  0.409129E-005  0.121663E-003  0.539444E-002  0.117460E-003  0.105661       0.486622E-006   0.00000        52.9619       0.140832E-018  0.624549E-012  0.163419E-002  0.893780E-002  0.391688E-005  0.223204E-034  0.328972E-007  0.558749E-010  0.467491E-014  0.841063E-007  0.191735E-004  0.119786E-004  0.341198E-001  0.359340E-003  0.276076E-003  0.153659E-014  0.505375E-013  0.971085E-015  0.404086E-022  0.288500E-005  0.239236E-017  0.314837E-005  0.192099E-008  0.191234E-028  0.290519E-020  0.748435E-006  0.406751E-009  0.169109E-008  0.254526E-008  0.393804E-001  0.280650E-015  0.137940E-042  0.296321E-006   1.00663       0.136392E-013  0.519077E-011  0.895136E-055  0.335842E-001  0.352179E-006  0.276127E-008  0.322196E-024  0.283414E-006  0.734155E-012  0.828162E-005  0.410103E-003  0.745544E-003  0.328392E-005  0.258286E-005  0.878584E-010  0.962662       0.258502E-002  0.575465       0.507110E-004  0.780909E-059  0.908930E-003  0.166990E-018  0.587074E-011  0.615237E-017  0.146966E-021  0.254272E-015  0.299767E-015  0.250380E-032  0.975189E-034  0.228736E-037  0.719050E-076  0.859876E-020  0.637720E-043  0.204455E-024  0.715648E-040  0.329468E-029  0.684740E-052  0.475799E-004  0.201470E-002  0.638733E-022  0.710591E-013  0.189591E-005  0.175334E-037   1.55241        6.24806      -0.204422E-001   73.0786        1.11024        2.66987     
  152.000        15101.0        390.775       0.196980       0.179473E-003  0.559086E-002  0.299660E-009  0.113250E-007  0.455865E-005  0.127585E-003  0.542176E-002  0.118132E-003  0.105713       0.517251E-006   0.00000        52.9448       0.155588E-018  0.697682E-012  0.154177E-002  0.838347E-002  0.394495E-005  0.231341E-034  0.324494E-007  0.563949E-010  0.553577E-014  0.830469E-007  0.195452E-004  0.123372E-004  0.358036E-001  0.355170E-003  0.293721E-003  0.155873E-014  0.493625E-013  0.999441E-015  0.410566E-022  0.323851E-005  0.301136E-017  0.312030E-005  0.196135E-008  0.207467E-028  0.312045E-020  0.797002E-006  0.400672E-009  0.165517E-008  0.264439E-008  0.384700E-001  0.253724E-015  0.156729E-042  0.279489E-006   1.01690       0.142299E-013  0.534939E-011  0.108456E-054  0.337808E-001  0.349638E-006  0.266574E-008  0.344985E-024  0.273087E-006  0.741476E-012  0.902543E-005  0.460930E-003  0.827421E-003  0.340947E-005  0.281107E-005  0.937590E-010  0.967018       0.253249E-002  0.579271       0.495670E-004  0.961189E-059  0.887323E-003  0.164309E-018  0.596414E-011  0.629074E-017  0.148652E-021  0.230095E-015  0.286061E-015  0.256118E-032  0.101979E-033  0.245539E-037  0.855604E-076  0.791937E-020  0.708168E-043  0.191795E-024  0.755389E-040  0.314989E-029  0.806241E-052  0.486508E-004  0.204060E-002  0.682759E-022  0.691219E-013  0.182214E-005  0.182429E-037   1.53360        6.22021      -0.205798E-001   73.0226        1.11959        2.68872     
  153.000        15201.0        391.385       0.196992       0.174657E-003  0.560175E-002  0.298690E-009  0.129753E-007  0.516845E-005  0.132080E-003  0.541680E-002  0.116695E-003  0.105726       0.543020E-006   0.00000        52.9418       0.173187E-018  0.789946E-012  0.144685E-002  0.786701E-002  0.401286E-005  0.236248E-034  0.318474E-007  0.570752E-010  0.678478E-014  0.826269E-007  0.197231E-004  0.124516E-004  0.370823E-001  0.345300E-003  0.308529E-003  0.158871E-014  0.475283E-013  0.102133E-014  0.413055E-022  0.371029E-005  0.390916E-017  0.309159E-005  0.201751E-008  0.225175E-028  0.336867E-020  0.854029E-006  0.392786E-009  0.161053E-008  0.278332E-008  0.377619E-001  0.228849E-015  0.177861E-042  0.260661E-006   1.02185       0.148970E-013  0.556004E-011  0.133048E-054  0.333687E-001  0.338757E-006  0.253327E-008  0.369489E-024  0.260657E-006  0.747136E-012  0.100611E-004  0.524587E-003  0.936574E-003  0.359797E-005  0.309815E-005  0.102088E-009  0.967681       0.248114E-002  0.577274       0.479681E-004  0.119330E-058  0.861716E-003  0.158600E-018  0.599954E-011  0.640332E-017  0.148578E-021  0.204725E-015  0.272440E-015  0.262667E-032  0.107450E-033  0.266874E-037  0.104031E-075  0.716297E-020  0.795265E-043  0.176489E-024  0.805597E-040  0.295057E-029  0.957724E-052  0.497392E-004  0.206672E-002  0.736019E-022  0.671755E-013  0.175867E-005  0.186123E-037   1.51224        6.18987      -0.205884E-001   72.9674        1.12356        2.69202     
  154.000        15301.0        391.993       0.196981       0.169991E-003  0.566456E-002  0.295457E-009  0.144077E-007  0.569975E-005  0.138229E-003  0.545848E-002  0.117938E-003  0.105793       0.581560E-006   0.00000        52.9187       0.190102E-018  0.875106E-012  0.137539E-002  0.741456E-002  0.404600E-005  0.243955E-034  0.314573E-007  0.575861E-010  0.795064E-014  0.816169E-007  0.201434E-004  0.128297E-004  0.388283E-001  0.342809E-003  0.330709E-003  0.161179E-014  0.462959E-013  0.104905E-014  0.418656E-022  0.412074E-005  0.485104E-017  0.307078E-005  0.206079E-008  0.243777E-028  0.361557E-020  0.906885E-006  0.386531E-009  0.157923E-008  0.288664E-008  0.370003E-001  0.206826E-015  0.202161E-042  0.246828E-006   1.03392       0.156227E-013  0.576435E-011  0.161912E-054  0.337310E-001  0.338673E-006  0.247983E-008  0.394964E-024  0.250745E-006  0.753791E-012  0.108849E-004  0.584481E-003  0.102776E-002  0.371810E-005  0.334286E-005  0.108782E-009  0.973889       0.244390E-002  0.583424       0.470806E-004  0.146649E-058  0.842677E-003  0.155465E-018  0.609703E-011  0.653525E-017  0.149842E-021  0.186769E-015  0.262546E-015  0.271271E-032  0.113503E-033  0.289497E-037  0.125035E-075  0.666806E-020  0.894656E-043  0.167778E-024  0.864136E-040  0.286607E-029  0.114825E-051  0.508452E-004  0.209305E-002  0.789180E-022  0.658031E-013  0.170370E-005  0.192756E-037   1.49445        6.16314      -0.207904E-001   72.9129        1.13525        2.71741     
  155.000        15401.0        392.599       0.196947       0.165414E-003  0.578016E-002  0.289949E-009  0.154967E-007  0.611159E-005  0.146178E-003  0.554729E-002  0.121924E-003  0.105914       0.635396E-006   0.00000        52.8754       0.205778E-018  0.948258E-012  0.132414E-002  0.701327E-002  0.404375E-005  0.254759E-034  0.312669E-007  0.579247E-010  0.890134E-014  0.800173E-007  0.208150E-004  0.134922E-004  0.410844E-001  0.347335E-003  0.361731E-003  0.162785E-014  0.456272E-013  0.108311E-014  0.427547E-022  0.443428E-005  0.575068E-017  0.305728E-005  0.209052E-008  0.263259E-028  0.385848E-020  0.954227E-006  0.381862E-009  0.156056E-008  0.294955E-008  0.361837E-001  0.187327E-015  0.230103E-042  0.237272E-006   1.05311       0.164108E-013  0.596036E-011  0.195473E-054  0.348874E-001  0.349329E-006  0.250034E-008  0.421412E-024  0.243135E-006  0.761508E-012  0.114256E-004  0.637276E-003  0.109279E-002  0.376252E-005  0.352994E-005  0.113435E-009  0.985542       0.242016E-002  0.597984       0.468635E-004  0.178433E-058  0.829575E-003  0.154783E-018  0.625888E-011  0.668789E-017  0.152490E-021  0.174654E-015  0.255946E-015  0.282061E-032  0.120177E-033  0.313369E-037  0.148552E-075  0.638709E-020  0.100808E-042  0.164741E-024  0.932279E-040  0.288648E-029  0.138931E-051  0.519677E-004  0.211936E-002  0.841724E-022  0.649476E-013  0.165600E-005  0.202659E-037   1.48020        6.14011      -0.211890E-001   72.8467        1.15468        2.76510     
  156.000        15501.0        393.202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  157.000        15601.0        393.804       0.196949       0.156649E-003  0.585402E-002  0.285983E-009  0.196728E-007  0.765885E-005  0.158146E-003  0.558263E-002  0.121166E-003  0.105996       0.711557E-006   0.00000        52.8492       0.250893E-018  0.118697E-011  0.118016E-002  0.619610E-002  0.413825E-005  0.268345E-034  0.302935E-007  0.590507E-010  0.127265E-013  0.786285E-007  0.214033E-004  0.140146E-004  0.444840E-001  0.334767E-003  0.405524E-003  0.167954E-014  0.428575E-013  0.113620E-014  0.435686E-022  0.563016E-005  0.921248E-017  0.300480E-005  0.219102E-008  0.308018E-028  0.445326E-020  0.108394E-005  0.368509E-009  0.148828E-008  0.321698E-008  0.347420E-001  0.152833E-015  0.294890E-042  0.209583E-006   1.07022       0.179380E-013  0.639232E-011  0.288404E-054  0.346761E-001  0.336775E-006  0.230901E-008  0.480808E-024  0.223588E-006  0.773397E-012  0.137927E-004  0.809877E-003  0.135989E-002  0.411176E-005  0.420817E-005  0.131568E-009  0.992085       0.233158E-002  0.602051       0.445154E-004  0.269644E-058  0.787773E-003  0.146699E-018  0.639525E-011  0.693899E-017  0.153695E-021  0.141606E-015  0.233885E-015  0.296474E-032  0.132571E-033  0.365641E-037  0.213460E-075  0.536411E-020  0.125819E-042  0.143534E-024  0.105372E-039  0.261201E-029  0.194868E-051  0.542712E-004  0.217308E-002  0.967790E-022  0.616093E-013  0.154278E-005  0.213969E-037   1.44140        6.08371      -0.214029E-001   72.7396        1.17137        2.79401     
  158.000        15701.0        394.404       0.196949       0.152015E-003  0.589997E-002  0.282979E-009  0.220655E-007  0.853725E-005  0.165521E-003  0.560547E-002  0.121545E-003  0.106048       0.754268E-006   0.00000        52.8329       0.276753E-018  0.132457E-011  0.111285E-002  0.581105E-002  0.416577E-005  0.277129E-034  0.298528E-007  0.595290E-010  0.150347E-013  0.776527E-007  0.217827E-004  0.144026E-004  0.465788E-001  0.330481E-003  0.430093E-003  0.170139E-014  0.418214E-013  0.116727E-014  0.441657E-022  0.631561E-005  0.115593E-016  0.297542E-005  0.223429E-008  0.332775E-028  0.476878E-020  0.115285E-005  0.362824E-009  0.145505E-008  0.334188E-008  0.339248E-001  0.138231E-015  0.333047E-042  0.197504E-006   1.08019       0.186601E-013  0.657160E-011  0.346429E-054  0.347883E-001  0.333285E-006  0.222138E-008  0.513083E-024  0.215420E-006  0.780042E-012  0.150380E-004  0.910244E-003  0.150940E-002  0.427371E-005  0.458125E-005  0.140361E-009  0.995684       0.228223E-002  0.605280       0.434762E-004  0.329285E-058  0.768691E-003  0.144113E-018  0.648616E-011  0.708055E-017  0.155127E-021  0.127833E-015  0.222497E-015  0.301587E-032  0.137810E-033  0.389901E-037  0.251115E-075  0.492217E-020  0.138577E-042  0.133980E-024  0.110343E-039  0.248161E-029  0.226936E-051  0.554513E-004  0.220028E-002  0.103094E-021  0.597813E-013  0.148025E-005  0.221730E-037   1.42276        6.05634      -0.215343E-001   72.6869        1.18154        2.81198     
  159.000        15801.0        395.003       0.196939       0.148104E-003  0.596438E-002  0.279995E-009  0.244396E-007  0.939912E-005  0.172981E-003  0.564678E-002  0.122759E-003  0.106118       0.807097E-006   0.00000        52.8091       0.303180E-018  0.146424E-011  0.105850E-002  0.547844E-002  0.419792E-005  0.285455E-034  0.294762E-007  0.600048E-010  0.175381E-013  0.766938E-007  0.222332E-004  0.148264E-004  0.486956E-001  0.328163E-003  0.460490E-003  0.172420E-014  0.407188E-013  0.119744E-014  0.446941E-022  0.699662E-005  0.142677E-016  0.295424E-005  0.227977E-008  0.359086E-028  0.510572E-020  0.122235E-005  0.356958E-009  0.142618E-008  0.346336E-008  0.332361E-001  0.124999E-015  0.376875E-042  0.187048E-006   1.09255       0.195342E-013  0.680294E-011  0.418898E-054  0.351432E-001  0.333009E-006  0.217366E-008  0.547010E-024  0.207256E-006  0.786204E-012  0.162457E-004  0.101248E-002  0.165271E-002  0.441460E-005  0.493621E-005  0.149376E-009   1.00163       0.224783E-002  0.611586       0.426785E-004  0.402129E-058  0.751702E-003  0.141142E-018  0.658584E-011  0.721565E-017  0.156227E-021  0.116562E-015  0.214126E-015  0.310423E-032  0.145023E-033  0.421094E-037  0.299333E-075  0.457675E-020  0.155070E-042  0.127133E-024  0.117801E-039  0.240442E-029  0.270220E-051  0.566510E-004  0.222771E-002  0.110264E-021  0.584887E-013  0.143299E-005  0.228997E-037   1.40529        6.03018      -0.217319E-001   72.6347        1.19440        2.83824     
  160.000        15901.0        395.601       0.196953       0.144394E-003  0.597488E-002  0.279255E-009  0.279056E-007  0.106292E-004  0.178823E-003  0.563956E-002  0.121189E-003  0.106133       0.846394E-006   0.00000        52.8060       0.336454E-018  0.165266E-011  0.994370E-003  0.514594E-002  0.426647E-005  0.290502E-034  0.289190E-007  0.606421E-010  0.213690E-013  0.763004E-007  0.224205E-004  0.149495E-004  0.503514E-001  0.319206E-003  0.483029E-003  0.175454E-014  0.391830E-013  0.122150E-014  0.448672E-022  0.798845E-005  0.183918E-016  0.292588E-005  0.234128E-008  0.387883E-028  0.549209E-020  0.130701E-005  0.349814E-009  0.138699E-008  0.364099E-008  0.326211E-001  0.112833E-015  0.425107E-042  0.174529E-006   1.09755       0.204013E-013  0.705648E-011  0.509293E-054  0.346921E-001  0.322466E-006  0.206522E-008  0.583623E-024  0.197865E-006  0.791068E-012  0.180687E-004  0.114948E-002  0.186516E-002  0.465498E-005  0.542896E-005  0.162317E-009   1.00184       0.220205E-002  0.609346       0.413155E-004  0.494794E-058  0.730154E-003  0.136080E-018  0.661806E-011  0.732892E-017  0.155841E-021  0.103717E-015  0.203665E-015  0.317038E-032  0.152069E-033  0.455057E-037  0.359872E-075  0.413615E-020  0.172929E-042  0.116780E-024  0.124857E-039  0.224615E-029  0.318073E-051  0.578707E-004  0.225539E-002  0.118439E-021  0.567776E-013  0.138245E-005  0.232745E-037   1.38444        6.00070      -0.217526E-001   72.5830        1.19956        2.84172     
  161.000        16001.0        396.197       0.196920       0.140649E-003  0.609411E-002  0.274212E-009  0.299342E-007  0.113804E-004  0.188757E-003  0.572877E-002  0.125172E-003  0.106261       0.923529E-006   0.00000        52.7612       0.363378E-018  0.178693E-011  0.957892E-003  0.487008E-002  0.426156E-005  0.302470E-034  0.287307E-007  0.609314E-010  0.237953E-013  0.748163E-007  0.231529E-004  0.157039E-004  0.531703E-001  0.323630E-003  0.527486E-003  0.176980E-014  0.385894E-013  0.125923E-014  0.457333E-022  0.857320E-005  0.216639E-016  0.291175E-005  0.237203E-008  0.417262E-028  0.584398E-020  0.137286E-005  0.345474E-009  0.136986E-008  0.371830E-008  0.318960E-001  0.102266E-015  0.481493E-042  0.167795E-006   1.11746       0.213850E-013  0.728348E-011  0.610356E-054  0.358492E-001  0.332362E-006  0.208071E-008  0.620742E-024  0.191856E-006  0.798216E-012  0.189412E-004  0.125136E-002  0.197863E-002  0.470899E-005  0.572579E-005  0.169037E-009   1.01330       0.218022E-002  0.624253       0.411289E-004  0.597769E-058  0.718863E-003  0.135311E-018  0.678617E-011  0.748669E-017  0.158321E-021  0.969040E-016  0.198168E-015  0.328277E-032  0.160261E-033  0.489936E-037  0.423404E-075  0.395499E-020  0.193591E-042  0.114368E-024  0.133896E-039  0.225423E-029  0.381607E-051  0.591107E-004  0.228332E-002  0.125962E-021  0.559493E-013  0.134231E-005  0.243891E-037   1.37059        5.97825      -0.221607E-001   72.5318        1.22081        2.89120     
  162.000        16101.0        396.792       0.196935       0.137195E-003  0.610453E-002  0.273569E-009  0.341446E-007  0.128599E-004  0.195021E-003  0.572061E-002  0.123544E-003  0.106277       0.968113E-006   0.00000        52.7581       0.402989E-018  0.201524E-011  0.900144E-003  0.457589E-002  0.433054E-005  0.307620E-034  0.281880E-007  0.615631E-010  0.289421E-013  0.744381E-007  0.233430E-004  0.158291E-004  0.549442E-001  0.314832E-003  0.553053E-003  0.180047E-014  0.371331E-013  0.128412E-014  0.458931E-022  0.977854E-005  0.278688E-016  0.288378E-005  0.243525E-008  0.450265E-028  0.628132E-020  0.146708E-005  0.338564E-009  0.133216E-008  0.390806E-008  0.313071E-001  0.923554E-016  0.542418E-042  0.156601E-006   1.12249       0.223236E-013  0.755184E-011  0.740639E-054  0.353809E-001  0.321803E-006  0.197691E-008  0.661751E-024  0.183188E-006  0.802952E-012  0.210538E-004  0.141966E-002  0.223093E-002  0.496430E-005  0.629375E-005  0.183593E-009   1.01332       0.213583E-002  0.621908       0.398197E-004  0.734101E-058  0.698327E-003  0.130440E-018  0.681837E-011  0.760122E-017  0.157880E-021  0.862414E-016  0.188451E-015  0.334994E-032  0.167880E-033  0.528807E-037  0.507823E-075  0.357416E-020  0.215558E-042  0.105029E-024  0.141733E-039  0.210487E-029  0.448262E-051  0.603720E-004  0.231151E-002  0.135200E-021  0.543025E-013  0.129490E-005  0.247708E-037   1.34989        5.94900      -0.221771E-001   72.4809        1.22632        2.89468     
  163.000        16201.0        397.386       0.196935       0.133256E-003  0.615333E-002  0.270762E-009  0.381523E-007  0.142947E-004  0.203913E-003  0.574329E-002  0.123952E-003  0.106333       0.102580E-005   0.00000        52.7407       0.443559E-018  0.224250E-011  0.849602E-003  0.429369E-002  0.435530E-005  0.317358E-034  0.277824E-007  0.620072E-010  0.339647E-013  0.734969E-007  0.237533E-004  0.162694E-004  0.574674E-001  0.311136E-003  0.586223E-003  0.182207E-014  0.362559E-013  0.131851E-014  0.464953E-022  0.109276E-004  0.347172E-016  0.285525E-005  0.248021E-008  0.485075E-028  0.671031E-020  0.155739E-005  0.333412E-009  0.130258E-008  0.405462E-008  0.305630E-001  0.836289E-016  0.610513E-042  0.147729E-006   1.13300       0.231857E-013  0.775074E-011  0.884435E-054  0.355020E-001  0.318728E-006  0.190293E-008  0.704581E-024  0.176632E-006  0.809352E-012  0.228921E-004  0.159169E-002  0.246771E-002  0.515297E-005  0.683746E-005  0.195420E-009   1.01663       0.209046E-002  0.625382       0.389178E-004  0.891505E-058  0.681715E-003  0.128204E-018  0.691509E-011  0.774913E-017  0.159295E-021  0.779321E-016  0.179143E-015  0.339863E-032  0.173927E-033  0.561525E-037  0.592766E-075  0.328129E-020  0.236239E-042  0.980335E-025  0.147773E-039  0.199859E-029  0.518757E-051  0.616547E-004  0.233997E-002  0.143664E-021  0.526525E-013  0.124161E-005  0.256437E-037   1.33176        5.92236      -0.223194E-001   72.4303        1.23792        2.91395     
  164.000        16301.0        397.979       0.196930       0.129734E-003  0.621581E-002  0.268209E-009  0.422404E-007  0.158046E-004  0.212639E-003  0.578036E-002  0.124413E-003  0.106404       0.109164E-005   0.00000        52.7179       0.485664E-018  0.247802E-011  0.806592E-003  0.404176E-002  0.438180E-005  0.327017E-034  0.274193E-007  0.624438E-010  0.395340E-013  0.726311E-007  0.241714E-004  0.167146E-004  0.599419E-001  0.308129E-003  0.624107E-003  0.184418E-014  0.353657E-013  0.135285E-014  0.470696E-022  0.121007E-004  0.427291E-016  0.283170E-005  0.252630E-008  0.522087E-028  0.716589E-020  0.164964E-005  0.328245E-009  0.127630E-008  0.420311E-008  0.298922E-001  0.757389E-016  0.687944E-042  0.139885E-006   1.14520       0.241782E-013  0.798873E-011  0.106024E-053  0.356405E-001  0.316424E-006  0.184447E-008  0.749647E-024  0.170214E-006  0.815501E-012  0.248028E-004  0.177742E-002  0.271259E-002  0.534103E-005  0.739901E-005  0.208221E-009   1.02183       0.205451E-002  0.631181       0.381805E-004  0.108230E-057  0.666492E-003  0.125839E-018  0.701976E-011  0.789423E-017  0.160557E-021  0.709434E-016  0.171621E-015  0.347468E-032  0.181606E-033  0.601008E-037  0.697394E-075  0.304162E-020  0.261547E-042  0.926021E-025  0.156033E-039  0.192484E-029  0.609214E-051  0.629599E-004  0.236871E-002  0.153041E-021  0.513272E-013  0.119720E-005  0.265064E-037   1.31446        5.89658      -0.225166E-001   72.3801        1.25136        2.93924     
