|6.6.6
gloss1di_1.tab                                                                                      
           1
n(H2O)  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
n(H2O)         node#          Grt(JH)        Mica(CF)       Do(HP)         Omph(GHP)      COH-Fluid+     law            coe            pyr            M(HP)          ky            
  45.3000        454.000        54.0539        54.0539        6.34982        54.0539        5.33836        26.6209        100.000        6.34982        4.77298        4.77298     
  45.4000        455.000        54.0600        54.0600        6.36089        54.0600        5.34923        26.6218        100.000        6.36089        4.78291        4.78291     
  45.5000        456.000        54.0657        54.0657        6.37124        54.0657        5.35938        26.6221        100.000        6.37124        4.79288        4.79288     
  45.6000        457.000        54.0713        54.0713        6.38087        54.0713        5.36876        26.6211        100.000        6.38087        4.80203        4.80203     
  45.7000        458.000        54.0769        54.0769        6.39118        54.0769        5.37886        26.6214        100.000        6.39118        4.81202        4.81202     
  45.8000        459.000        54.0827        54.0827        6.40155        54.0827        5.38903        26.6217        100.000        6.40155        4.82201        4.82201     
  45.9000        460.000        54.0883        54.0883        6.41121        54.0883        5.39843        26.6207        100.000        6.41121        4.83117        4.83117     
  46.0000        461.000        54.0939        54.0939        6.42153        54.0939        5.40855        26.6210        100.000        6.42153        4.84118        4.84118     
  46.1000        462.000        54.0994        54.0994        6.43338        54.0994        5.42012        26.6195        100.000        6.43338        4.85185        4.85185     
  46.2000        463.000        54.1049        54.1049        6.44059        54.1049        5.42708        26.6194        100.000        6.44059        4.86013        4.86013     
  46.3000        464.000        54.1110        54.1110        6.45172        54.1110        5.43801        26.6203        100.000        6.45172        4.87011        4.87011     
  46.4000        465.000        54.1167        54.1167        6.46213        54.1167        5.44821        26.6206        100.000        6.46213        4.88014        4.88014     
  46.5000        466.000        54.1223        54.1223        6.47182        54.1223        5.45765        26.6196        100.000        6.47182        4.88934        4.88934     
  46.6000        467.000        54.1280        54.1280        6.48218        54.1280        5.46781        26.6199        100.000        6.48218        4.89938        4.89938     
  46.7000        468.000        54.1338        54.1338        6.49261        54.1338        5.47803        26.6202        100.000        6.49261        4.90943        4.90943     
  46.8000        469.000        54.1394        54.1394        6.50232        54.1394        5.48749        26.6192        100.000        6.50232        4.91865        4.91865     
  46.9000        470.000        54.1449        54.1449        6.51584        54.1449        5.50081        26.6169        100.000        6.51584        4.93037        4.93037     
  47.0000        471.000        54.1499        54.1499        6.52289        54.1499        5.50759        26.6158        100.000        6.52289        4.93898        4.93898     
  47.1000        472.000        54.1558        54.1558        6.53499        54.1558        5.51948        26.6157        100.000        6.53499        4.94964        4.94964     
  47.2000        473.000        54.1613        54.1613        6.54601        54.1613        5.53030        26.6147        100.000        6.54601        4.96030        4.96030     
  47.3000        474.000        54.1668        54.1668        6.55349        54.1668        5.53752        26.6148        100.000        6.55349        4.96862        4.96862     
  47.4000        475.000        54.1729        54.1729        6.56575        54.1729        5.54958        26.6149        100.000        6.56575        4.97924        4.97924     
  47.5000        476.000        54.1783        54.1783        6.57683        54.1783        5.56045        26.6140        100.000        6.57683        4.98992        4.98992     
  47.6000        477.000        54.1839        54.1839        6.58432        54.1839        5.56768        26.6141        100.000        6.58432        4.99825        4.99825     
  47.7000        478.000        54.1900        54.1900        6.59661        54.1900        5.57977        26.6141        100.000        6.59661        5.00888        5.00888     
  47.8000        479.000        54.1954        54.1954        6.60652        54.1954        5.58940        26.6135        100.000        6.60652        5.01884        5.01884     
  47.9000        480.000        54.2012        54.2012        6.61683        54.2012        5.59943        26.6134        100.000        6.61683        5.02874        5.02874     
  48.0000        481.000        54.2070        54.2070        6.62477        54.2070        5.60712        26.6139        100.000        6.62477        5.03702        5.03702     
  48.1000        482.000        54.2131        54.2131        6.63712        54.2131        5.61928        26.6140        100.000        6.63712        5.04768        5.04768     
  48.2000        483.000        54.2186        54.2186        6.64825        54.2186        5.63019        26.6131        100.000        6.64825        5.05841        5.05841     
  48.3000        484.000        54.2242        54.2242        6.65578        54.2242        5.63746        26.6132        100.000        6.65578        5.06679        5.06679     
  48.4000        485.000        54.2303        54.2303        6.66812        54.2303        5.64960        26.6132        100.000        6.66812        5.07746        5.07746     
  48.5000        486.000        54.2357        54.2357        6.67926        54.2357        5.66053        26.6123        100.000        6.67926        5.08821        5.08821     
  48.6000        487.000        54.2414        54.2414        6.68681        54.2414        5.66782        26.6124        100.000        6.68681        5.09661        5.09661     
  48.7000        488.000        54.2475        54.2475        6.69917        54.2475        5.67998        26.6125        100.000        6.69917        5.10731        5.10731     
  48.8000        489.000        54.2530        54.2530        6.70914        54.2530        5.68967        26.6119        100.000        6.70914        5.11733        5.11733     
  48.9000        490.000        54.2588        54.2588        6.71687        54.2588        5.69714        26.6125        100.000        6.71687        5.12552        5.12552     
  49.0000        491.000        54.2650        54.2650        6.72965        54.2650        5.70972        26.6125        100.000        6.72965        5.13641        5.13641     
  49.1000        492.000        54.2704        54.2704        6.74075        54.2704        5.72060        26.6115        100.000        6.74075        5.14721        5.14721     
  49.2000        493.000        54.2747        54.2747        6.76368        54.2747        5.74328        26.5989        100.000        6.76368        5.16379        5.16379     
  49.3000        494.000        54.2789        54.2789        6.75401        54.2789        5.73333        26.6063        100.000        6.75401        5.16675        5.16675     
  49.4000        495.000        54.2877        54.2877        6.77195        54.2877        5.75113        26.6107        100.000        6.77195        5.17719        5.17719     
  49.5000        496.000        54.2909        54.2909        6.80760        54.2909        5.78653        26.5876        100.000        6.80760        5.20053        5.20053     
  49.6000        497.000        54.2934        54.2934        6.77964        54.2934        5.75822        26.6011        100.000        6.77964        5.19706        5.19706     
  49.7000        498.000        54.3051        54.3051        6.79942        54.3051        5.77787        26.6110        100.000        6.79942        5.20475        5.20475     
  49.8000        499.000        54.3113        54.3113        6.81210        54.3113        5.79035        26.6110        100.000        6.81210        5.21564        5.21564     
  49.9000        500.000        54.3168        54.3168        6.82328        54.3168        5.80132        26.6100        100.000        6.82328        5.22649        5.22649     
  50.0000        501.000        54.3195        54.3195        6.86547        54.3195        5.84326        26.5815        100.000        6.86547        5.25331        5.25331     
  50.1000        502.000        54.3212        54.3212        6.82824        54.3212        5.80565        26.5982        100.000        6.82824        5.24661        5.24661     
  50.2000        503.000        54.3341        54.3341        6.85464        54.3341        5.83200        26.6092        100.000        6.85464        5.25662        5.25662     
  50.3000        504.000        54.3379        54.3379        6.88392        54.3379        5.86102        26.5914        100.000        6.88392        5.27661        5.27661     
  50.4000        505.000        54.3413        54.3413        6.86536        54.3413        5.84214        26.6018        100.000        6.86536        5.27650        5.27650     
  50.5000        506.000        54.3504        54.3504        6.89755        54.3504        5.87416        26.5982        100.000        6.89755        5.29281        5.29281     
  50.6000        507.000        54.3539        54.3539        6.89656        54.3539        5.87284        26.5973        100.000        6.89656        5.29972        5.29972     
  50.7000        508.000        54.3617        54.3617        6.90161        54.3617        5.87770        26.6061        100.000        6.90161        5.30566        5.30566     
  50.8000        509.000        54.3692        54.3692        6.91698        54.3692        5.89291        26.6082        100.000        6.91698        5.31640        5.31640     
  50.9000        510.000        54.3746        54.3746        6.92725        54.3746        5.90291        26.6061        100.000        6.92725        5.32634        5.32634     
  51.0000        511.000        54.3800        54.3800        6.94126        54.3800        5.91671        26.6030        100.000        6.94126        5.33865        5.33865     
  51.1000        512.000        54.3847        54.3847        6.95425        54.3847        5.92940        26.5982        100.000        6.95425        5.35101        5.35101     
  51.2000        513.000        54.3891        54.3891        6.96822        54.3891        5.94309        26.5910        100.000        6.96822        5.36363        5.36363     
  51.3000        514.000        54.3934        54.3934        6.98000        54.3934        5.95464        26.5864        100.000        6.98000        5.37606        5.37606     
  51.4000        515.000        54.3983        54.3983        6.99289        54.3983        5.96729        26.5825        100.000        6.99289        5.38846        5.38846     
  51.5000        516.000        54.4028        54.4028        7.00693        54.4028        5.98106        26.5755        100.000        7.00693        5.40108        5.40108     
  51.6000        517.000        54.4071        54.4071        7.01888        54.4071        5.99277        26.5708        100.000        7.01888        5.41355        5.41355     
  51.7000        518.000        54.4118        54.4118        7.03192        54.4118        6.00551        26.5659        100.000        7.03192        5.42596        5.42596     
  51.8000        519.000        54.4165        54.4165        7.04484        54.4165        6.01814        26.5610        100.000        7.04484        5.43839        5.43839     
  51.9000        520.000        54.4211        54.4211        7.05613        54.4211        6.02915        26.5561        100.000        7.05613        5.44963        5.44963     
  52.0000        521.000        54.4264        54.4264        7.06553        54.4264        6.03832        26.5554        100.000        7.06553        5.46010        5.46010     
  52.1000        522.000        54.4324        54.4324        7.07630        54.4324        6.04887        26.5558        100.000        7.07630        5.47047        5.47047     
  52.2000        523.000        54.4382        54.4382        7.08648        54.4382        6.05879        26.5547        100.000        7.08648        5.48009        5.48009     
  52.3000        524.000        54.4441        54.4441        7.09715        54.4441        6.06925        26.5550        100.000        7.09715        5.49048        5.49048     
  52.4000        525.000        54.4500        54.4500        7.10765        54.4500        6.07947        26.5549        100.000        7.10765        5.50060        5.50060     
  52.5000        526.000        54.4559        54.4559        7.11824        54.4559        6.08978        26.5549        100.000        7.11824        5.51073        5.51073     
  52.6000        527.000        54.4618        54.4618        7.12851        54.4618        6.09979        26.5539        100.000        7.12851        5.52035        5.52035     
  52.7000        528.000        54.4677        54.4677        7.13923        54.4677        6.11029        26.5542        100.000        7.13923        5.53079        5.53079     
  52.8000        529.000        54.4737        54.4737        7.15005        54.4737        6.12090        26.5546        100.000        7.15005        5.54121        5.54121     
  52.9000        530.000        54.4795        54.4795        7.16028        54.4795        6.13087        26.5535        100.000        7.16028        5.55089        5.55089     
  53.0000        531.000        54.4855        54.4855        7.17102        54.4855        6.14138        26.5538        100.000        7.17102        5.56132        5.56132     
  53.1000        532.000        54.4914        54.4914        7.18156        54.4914        6.15165        26.5537        100.000        7.18156        5.57149        5.57149     
  53.2000        533.000        54.4973        54.4973        7.19220        54.4973        6.16200        26.5537        100.000        7.19220        5.58166        5.58166     
  53.3000        534.000        54.5032        54.5032        7.20250        54.5032        6.17204        26.5526        100.000        7.20250        5.59132        5.59132     
  53.4000        535.000        54.5092        54.5092        7.21329        54.5092        6.18262        26.5530        100.000        7.21329        5.60183        5.60183     
  53.5000        536.000        54.5152        54.5152        7.22416        54.5152        6.19327        26.5533        100.000        7.22416        5.61229        5.61229     
  53.6000        537.000        54.5211        54.5211        7.23444        54.5211        6.20329        26.5523        100.000        7.23444        5.62202        5.62202     
  53.7000        538.000        54.5270        54.5270        7.24522        54.5270        6.21385        26.5526        100.000        7.24522        5.63250        5.63250     
  53.8000        539.000        54.5330        54.5330        7.25582        54.5330        6.22416        26.5525        100.000        7.25582        5.64271        5.64271     
  53.9000        540.000        54.5388        54.5388        7.26828        54.5388        6.23634        26.5510        100.000        7.26828        5.65387        5.65387     
  54.0000        541.000        54.5445        54.5445        7.27613        54.5445        6.24392        26.5507        100.000        7.27613        5.66270        5.66270     
  54.1000        542.000        54.5507        54.5507        7.28912        54.5507        6.25669        26.5505        100.000        7.28912        5.67396        5.67396     
  54.2000        543.000        54.5563        54.5563        7.30062        54.5563        6.26798        26.5494        100.000        7.30062        5.68514        5.68514     
  54.3000        544.000        54.5622        54.5622        7.30857        54.5622        6.27566        26.5495        100.000        7.30857        5.69396        5.69396     
  54.4000        545.000        54.5684        54.5684        7.32140        54.5684        6.28828        26.5494        100.000        7.32140        5.70507        5.70507     
  54.5000        546.000        54.5741        54.5741        7.33164        54.5741        6.29823        26.5488        100.000        7.33164        5.71543        5.71543     
  54.6000        547.000        54.5802        54.5802        7.33995        54.5802        6.30626        26.5494        100.000        7.33995        5.72409        5.72409     
  54.7000        548.000        54.5865        54.5865        7.35308        54.5865        6.31919        26.5493        100.000        7.35308        5.73536        5.73536     
  54.8000        549.000        54.5922        54.5922        7.36464        54.5922        6.33053        26.5482        100.000        7.36464        5.74658        5.74658     
  54.9000        550.000        54.5980        54.5980        7.37268        54.5980        6.33829        26.5483        100.000        7.37268        5.75546        5.75546     
  55.0000        551.000        54.6043        54.6043        7.38553        54.6043        6.35094        26.5482        100.000        7.38553        5.76662        5.76662     
  55.1000        552.000        54.6100        54.6100        7.39582        54.6100        6.36093        26.5476        100.000        7.39582        5.77701        5.77701     
  55.2000        553.000        54.6162        54.6162        7.40425        54.6162        6.36909        26.5481        100.000        7.40425        5.78577        5.78577     
  55.3000        554.000        54.6225        54.6225        7.41736        54.6225        6.38200        26.5481        100.000        7.41736        5.79706        5.79706     
  55.4000        555.000        54.6282        54.6282        7.42897        54.6282        6.39339        26.5470        100.000        7.42897        5.80832        5.80832     
  55.5000        556.000        54.6340        54.6340        7.43704        54.6340        6.40118        26.5470        100.000        7.43704        5.81724        5.81724     
  55.6000        557.000        54.6404        54.6404        7.44995        54.6404        6.41388        26.5469        100.000        7.44995        5.82844        5.82844     
  55.7000        558.000        54.6461        54.6461        7.46027        54.6461        6.42391        26.5463        100.000        7.46027        5.83887        5.83887     
  55.8000        559.000        54.6522        54.6522        7.46866        54.6522        6.43203        26.5469        100.000        7.46866        5.84761        5.84761     
  55.9000        560.000        54.6586        54.6586        7.48192        54.6586        6.44508        26.5468        100.000        7.48192        5.85899        5.85899     
  56.0000        561.000        54.6643        54.6643        7.49355        54.6643        6.45649        26.5457        100.000        7.49355        5.87029        5.87029     
  56.1000        562.000        54.6702        54.6702        7.50166        54.6702        6.46432        26.5457        100.000        7.50166        5.87925        5.87925     
  56.2000        563.000        54.6765        54.6765        7.51461        54.6765        6.47706        26.5457        100.000        7.51461        5.89049        5.89049     
  56.3000        564.000        54.6824        54.6824        7.52255        54.6824        6.48472        26.5458        100.000        7.52255        5.89934        5.89934     
  56.4000        565.000        54.6888        54.6888        7.53575        54.6888        6.49771        26.5457        100.000        7.53575        5.91071        5.91071     
  56.5000        566.000        54.6945        54.6945        7.54744        54.6945        6.50918        26.5446        100.000        7.54744        5.92205        5.92205     
  56.6000        567.000        54.7004        54.7004        7.55558        54.7004        6.51704        26.5446        100.000        7.55558        5.93104        5.93104     
  56.7000        568.000        54.7068        54.7068        7.56857        54.7068        6.52982        26.5446        100.000        7.56857        5.94231        5.94231     
  56.8000        569.000        54.7125        54.7125        7.57897        54.7125        6.53992        26.5440        100.000        7.57897        5.95282        5.95282     
  56.9000        570.000        54.7187        54.7187        7.58742        54.7187        6.54810        26.5445        100.000        7.58742        5.96162        5.96162     
  57.0000        571.000        54.7251        54.7251        7.60077        54.7251        6.56125        26.5444        100.000        7.60077        5.97308        5.97308     
  57.1000        572.000        54.7309        54.7309        7.61249        54.7309        6.57274        26.5433        100.000        7.61249        5.98447        5.98447     
  57.2000        573.000        54.7368        54.7368        7.62066        54.7368        6.58063        26.5433        100.000        7.62066        5.99350        5.99350     
  57.3000        574.000        54.7432        54.7432        7.63370        54.7432        6.59346        26.5433        100.000        7.63370        6.00481        6.00481     
  57.4000        575.000        54.7491        54.7491        7.64168        54.7491        6.60116        26.5434        100.000        7.64168        6.01372        6.01372     
  57.5000        576.000        54.7555        54.7555        7.65500        54.7555        6.61427        26.5433        100.000        7.65500        6.02518        6.02518     
  57.6000        577.000        54.7613        54.7613        7.66677        54.7613        6.62581        26.5422        100.000        7.66677        6.03660        6.03660     
  57.7000        578.000        54.7672        54.7672        7.67497        54.7672        6.63374        26.5422        100.000        7.67497        6.04566        6.04566     
  57.8000        579.000        54.7736        54.7736        7.68805        54.7736        6.64660        26.5421        100.000        7.68805        6.05701        6.05701     
  57.9000        580.000        54.7793        54.7793        7.70027        54.7793        6.65852        26.5401        100.000        7.70027        6.06852        6.06852     
  58.0000        581.000        54.7845        54.7845        7.71582        54.7845        6.67380        26.5336        100.000        7.71582        6.08157        6.08157     
  58.1000        582.000        54.7891        54.7891        7.72809        54.7891        6.68582        26.5290        100.000        7.72809        6.09451        6.09451     
  58.2000        583.000        54.7942        54.7942        7.74153        54.7942        6.69902        26.5249        100.000        7.74153        6.10742        6.10742     
  58.3000        584.000        54.7989        54.7989        7.75606        54.7989        6.71326        26.5179        100.000        7.75606        6.12053        6.12053     
  58.4000        585.000        54.8036        54.8036        7.76857        54.8036        6.72552        26.5131        100.000        7.76857        6.13352        6.13352     
  58.5000        586.000        54.8083        54.8083        7.78323        54.8083        6.73990        26.5059        100.000        7.78323        6.14667        6.14667     
  58.6000        587.000        54.8129        54.8129        7.79557        54.8129        6.75199        26.5012        100.000        7.79557        6.15965        6.15965     
  58.7000        588.000        54.8180        54.8180        7.80904        54.8180        6.76522        26.4972        100.000        7.80904        6.17261        6.17261     
  58.8000        589.000        54.8228        54.8228        7.82362        54.8228        6.77951        26.4902        100.000        7.82362        6.18576        6.18576     
  58.9000        590.000        54.8277        54.8277        7.83285        54.8277        6.78849        26.4881        100.000        7.83285        6.19703        6.19703     
  59.0000        591.000        54.8337        54.8337        7.84326        54.8337        6.79862        26.4868        100.000        7.84326        6.20709        6.20709     
  59.1000        592.000        54.8399        54.8399        7.85448        54.8399        6.80962        26.4871        100.000        7.85448        6.21802        6.21802     
  59.2000        593.000        54.8461        54.8461        7.86576        54.8461        6.82068        26.4875        100.000        7.86576        6.22887        6.22887     
  59.3000        594.000        54.8522        54.8522        7.87646        54.8522        6.83110        26.4864        100.000        7.87646        6.23901        6.23901     
  59.4000        595.000        54.8584        54.8584        7.88766        54.8584        6.84207        26.4867        100.000        7.88766        6.24989        6.24989     
  59.5000        596.000        54.8645        54.8645        7.89837        54.8645        6.85251        26.4856        100.000        7.89837        6.26003        6.26003     
  59.6000        597.000        54.8707        54.8707        7.90958        54.8707        6.86350        26.4859        100.000        7.90958        6.27093        6.27093     
  59.7000        598.000        54.8769        54.8769        7.92089        54.8769        6.87458        26.4862        100.000        7.92089        6.28182        6.28182     
  59.8000        599.000        54.8830        54.8830        7.93162        54.8830        6.88504        26.4852        100.000        7.93162        6.29199        6.29199     
  59.9000        600.000        54.8892        54.8892        7.94285        54.8892        6.89605        26.4854        100.000        7.94285        6.30290        6.30290     
  60.0000        601.000        54.8953        54.8953        7.95360        54.8953        6.90652        26.4844        100.000        7.95360        6.31308        6.31308     
  60.1000        602.000        54.9015        54.9015        7.96485        54.9015        6.91754        26.4846        100.000        7.96485        6.32401        6.32401     
  60.2000        603.000        54.9078        54.9078        7.97619        54.9078        6.92866        26.4850        100.000        7.97619        6.33494        6.33494     
  60.3000        604.000        54.9139        54.9139        7.98696        54.9139        6.93915        26.4839        100.000        7.98696        6.34514        6.34514     
  60.4000        605.000        54.9202        54.9202        7.99823        54.9202        6.95019        26.4842        100.000        7.99823        6.35609        6.35609     
  60.5000        606.000        54.9263        54.9263        8.00901        54.9263        6.96070        26.4831        100.000        8.00901        6.36630        6.36630     
  60.6000        607.000        54.9325        54.9325        8.02030        54.9325        6.97176        26.4834        100.000        8.02030        6.37726        6.37726     
  60.7000        608.000        54.9387        54.9387        8.03138        54.9387        6.98255        26.4833        100.000        8.03138        6.38795        6.38795     
  60.8000        609.000        54.9449        54.9449        8.04284        54.9449        6.99370        26.4830        100.000        8.04284        6.39878        6.39878     
  60.9000        610.000        54.9510        54.9510        8.05569        54.9510        7.00626        26.4813        100.000        8.05569        6.41043        6.41043     
  61.0000        611.000        54.9569        54.9569        8.06403        54.9569        7.01431        26.4812        100.000        8.06403        6.41978        6.41978     
  61.1000        612.000        54.9636        54.9636        8.07585        54.9636        7.02591        26.4823        100.000        8.07585        6.43058        6.43058     
  61.2000        613.000        54.9700        54.9700        8.08738        54.9700        7.03722        26.4828        100.000        8.08738        6.44157        6.44157     
  61.3000        614.000        54.9761        54.9761        8.09915        54.9761        7.04871        26.4809        100.000        8.09915        6.45233        6.45233     
  61.4000        615.000        54.9822        54.9822        8.10916        54.9822        7.05849        26.4816        100.000        8.10916        6.46288        6.46288     
  61.5000        616.000        54.9885        54.9885        8.12077        54.9885        7.06983        26.4806        100.000        8.12077        6.47333        6.47333     
  61.6000        617.000        54.9948        54.9948        8.13162        54.9948        7.08045        26.4810        100.000        8.13162        6.48418        6.48418     
  61.7000        618.000        55.0012        55.0012        8.14323        55.0012        7.09183        26.4815        100.000        8.14323        6.49521        6.49521     
  61.8000        619.000        55.0073        55.0073        8.15511        55.0073        7.10343        26.4796        100.000        8.15511        6.50604        6.50604     
  61.9000        620.000        55.0134        55.0134        8.16505        55.0134        7.11314        26.4804        100.000        8.16505        6.51659        6.51659     
  62.0000        621.000        55.0198        55.0198        8.17681        55.0198        7.12462        26.4793        100.000        8.17681        6.52711        6.52711     
  62.1000        622.000        55.0261        55.0261        8.18758        55.0261        7.13516        26.4797        100.000        8.18758        6.53796        6.53796     
  62.2000        623.000        55.0325        55.0325        8.19926        55.0325        7.14662        26.4802        100.000        8.19926        6.54902        6.54902     
  62.3000        624.000        55.0386        55.0386        8.21126        55.0386        7.15833        26.4783        100.000        8.21126        6.55993        6.55993     
  62.4000        625.000        55.0448        55.0448        8.22112        55.0448        7.16796        26.4791        100.000        8.22112        6.57048        6.57048     
  62.5000        626.000        55.0512        55.0512        8.23302        55.0512        7.17959        26.4779        100.000        8.23302        6.58107        6.58107     
  62.6000        627.000        55.0574        55.0574        8.24372        55.0574        7.19006        26.4785        100.000        8.24372        6.59191        6.59191     
  62.7000        628.000        55.0637        55.0637        8.25704        55.0637        7.20307        26.4770        100.000        8.25704        6.60371        6.60371     
  62.8000        629.000        55.0696        55.0696        8.26758        55.0696        7.21331        26.4762        100.000        8.26758        6.61461        6.61461     
  62.9000        630.000        55.0759        55.0759        8.27912        55.0759        7.22455        26.4760        100.000        8.27912        6.62556        6.62556     
  63.0000        631.000        55.0823        55.0823        8.28840        55.0823        7.23354        26.4763        100.000        8.28840        6.63508        6.63508     
  63.1000        632.000        55.0888        55.0888        8.30185        55.0888        7.24677        26.4761        100.000        8.30185        6.64683        6.64683     
  63.2000        633.000        55.0949        55.0949        8.31413        55.0949        7.25882        26.4750        100.000        8.31413        6.65867        6.65867     
  63.3000        634.000        55.1010        55.1010        8.32290        55.1010        7.26730        26.4750        100.000        8.32290        6.66824        6.66824     
  63.4000        635.000        55.1076        55.1076        8.33638        55.1076        7.28056        26.4748        100.000        8.33638        6.68002        6.68002     
  63.5000        636.000        55.1137        55.1137        8.34516        55.1137        7.28905        26.4747        100.000        8.34516        6.68960        6.68960     
  63.6000        637.000        55.1204        55.1204        8.35866        55.1204        7.30232        26.4746        100.000        8.35866        6.70139        6.70139     
  63.7000        638.000        55.1264        55.1264        8.36955        55.1264        7.31290        26.4739        100.000        8.36955        6.71239        6.71239     
  63.8000        639.000        55.1328        55.1328        8.37892        55.1328        7.32199        26.4743        100.000        8.37892        6.72196        6.72196     
  63.9000        640.000        55.1395        55.1395        8.39244        55.1395        7.33529        26.4741        100.000        8.39244        6.73377        6.73377     
  64.0000        641.000        55.1455        55.1455        8.40478        55.1455        7.34739        26.4730        100.000        8.40478        6.74567        6.74567     
  64.1000        642.000        55.1517        55.1517        8.41360        55.1517        7.35592        26.4729        100.000        8.41360        6.75530        6.75530     
  64.2000        643.000        55.1583        55.1583        8.42714        55.1583        7.36925        26.4727        100.000        8.42714        6.76713        6.76713     
  64.3000        644.000        55.1645        55.1645        8.43598        55.1645        7.37779        26.4727        100.000        8.43598        6.77677        6.77677     
  64.4000        645.000        55.1711        55.1711        8.44954        55.1711        7.39113        26.4725        100.000        8.44954        6.78861        6.78861     
  64.5000        646.000        55.1772        55.1772        8.46049        55.1772        7.40177        26.4718        100.000        8.46049        6.79967        6.79967     
  64.6000        647.000        55.1837        55.1837        8.46992        55.1837        7.41091        26.4722        100.000        8.46992        6.80929        6.80929     
  64.7000        648.000        55.1903        55.1903        8.48350        55.1903        7.42427        26.4720        100.000        8.48350        6.82116        6.82116     
  64.8000        649.000        55.1964        55.1964        8.49601        55.1964        7.43654        26.4708        100.000        8.49601        6.83318        6.83318     
  64.9000        650.000        55.2019        55.2019        8.51208        55.2019        7.45232        26.4647        100.000        8.51208        6.84671        6.84671     
  65.0000        651.000        55.2068        55.2068        8.52520        55.2068        7.46519        26.4599        100.000        8.52520        6.86023        6.86023     
  65.1000        652.000        55.2119        55.2119        8.54021        55.2119        7.47989        26.4529        100.000        8.54021        6.87385        6.87385     
  65.2000        653.000        55.2168        55.2168        8.55335        55.2168        7.49277        26.4480        100.000        8.55335        6.88739        6.88739     
  65.3000        654.000        55.2220        55.2220        8.56749        55.2220        7.50658        26.4429        100.000        8.56749        6.90085        6.90085     
  65.4000        655.000        55.2270        55.2270        8.58239        55.2270        7.52118        26.4358        100.000        8.58239        6.91451        6.91451     
  65.5000        656.000        55.2319        55.2319        8.59557        55.2319        7.53410        26.4310        100.000        8.59557        6.92808        6.92808     
  65.6000        657.000        55.2372        55.2372        8.60954        55.2372        7.54782        26.4267        100.000        8.60954        6.94159        6.94159     
  65.7000        658.000        55.2422        55.2422        8.62461        55.2422        7.56258        26.4197        100.000        8.62461        6.95527        6.95527     
  65.8000        659.000        55.2476        55.2476        8.63303        55.2476        7.57074        26.4188        100.000        8.63303        6.96633        6.96633     
  65.9000        660.000        55.2539        55.2539        8.64711        55.2539        7.58454        26.4160        100.000        8.64711        6.97826        6.97826     
  66.0000        661.000        55.2610        55.2610        8.64489        55.2610        7.58207        26.4260        100.000        8.64489        6.98288        6.98288     
  66.1000        662.000        55.2690        55.2690        8.67476        55.2690        7.61170        26.4197        100.000        8.67476        7.00036        7.00036     
  66.2000        663.000        55.2727        55.2727        8.68055        55.2727        7.61714        26.4142        100.000        8.68055        7.01142        7.01142     
  66.3000        664.000        55.2816        55.2816        8.66423        55.2816        7.60057        26.4376        100.000        8.66423        7.00793        7.00793     
  66.4000        665.000        55.2944        55.2944        8.68382        55.2944        7.62006        26.4512        100.000        8.68382        7.01612        7.01612     
  66.5000        666.000        55.2989        55.2989        8.72922        55.2989        7.66521        26.4249        100.000        8.72922        7.04377        7.04377     
  66.6000        667.000        55.3023        55.3023        8.68432        55.3023        7.61989        26.4493        100.000        8.68432        7.03357        7.03357     
  66.7000        668.000        55.3139        55.3139        8.75671        55.3139        7.69223        26.4277        100.000        8.75671        7.06551        7.06551     
  66.8000        669.000        55.3150        55.3150        8.70899        55.3150        7.64404        26.4471        100.000        8.70899        7.05654        7.05654     
  66.9000        670.000        55.3265        55.3265        8.77933        55.3265        7.71430        26.4272        100.000        8.77933        7.08812        7.08812     
  67.0000        671.000        55.3243        55.3243        8.77303        55.3243        7.70750        26.4119        100.000        8.77303        7.10017        7.10017     
  67.1000        672.000        55.3332        55.3332        8.75749        55.3332        7.69170        26.4348        100.000        8.75749        7.09714        7.09714     
  67.2000        673.000        55.3452        55.3452        8.78501        55.3452        7.71913        26.4414        100.000        8.78501        7.10973        7.10973     
  67.3000        674.000        55.3487        55.3487        8.81814        55.3487        7.75196        26.4196        100.000        8.81814        7.13305        7.13305     
  67.4000        675.000        55.3515        55.3515        8.80583        55.3515        7.73929        26.4233        100.000        8.80583        7.13785        7.13785     
  67.5000        676.000        55.3597        55.3597        8.83725        55.3597        7.77050        26.4155        100.000        8.83725        7.15559        7.15559     
  67.6000        677.000        55.3636        55.3636        8.83843        55.3636        7.77136        26.4147        100.000        8.83843        7.16509        7.16509     
  67.7000        678.000        55.3706        55.3706        8.85637        55.3706        7.78904        26.4114        100.000        8.85637        7.17813        7.17813     
  67.8000        679.000        55.3762        55.3762        8.86627        55.3762        7.79868        26.4101        100.000        8.86627        7.18983        7.18983     
  67.9000        680.000        55.3828        55.3828        8.87821        55.3828        7.81039        26.4104        100.000        8.87821        7.20133        7.20133     
  68.0000        681.000        55.3892        55.3892        8.88959        55.3892        7.82147        26.4093        100.000        8.88959        7.21213        7.21213     
  68.1000        682.000        55.3958        55.3958        8.90147        55.3958        7.83311        26.4096        100.000        8.90147        7.22365        7.22365     
  68.2000        683.000        55.4022        55.4022        8.91286        55.4022        7.84421        26.4085        100.000        8.91286        7.23446        7.23446     
  68.3000        684.000        55.4088        55.4088        8.92476        55.4088        7.85587        26.4088        100.000        8.92476        7.24600        7.24600     
